time [ms], BMP temp [degC], BMP pres [mbar], BMP alt [m], BNO x [deg], BNO y [deg], BNO z [deg], BNO xa [m/s^2], BNO ya [], BNO za [], BNO xg [rad/s], BNO yg [], BNO zg [], BNO xm [uT], BNO ym [], BNO zm [], GPS lat [deg.min], GPS lon [deg.min], GPS speed [m/s], GPS angle [deg], GPS alt [m],GPS Sat, ICM temp [degC], ICM accel x [m/s^2], ICM accel y [m/s^2], ICM accel z [m/s^2], ICM gyro x [rad/s], ICM gyro y [rad/s], ICM gyro z [rad/s], ICM mag x [], ICM mag y [], ICM mag z []
37257,26.17,998.64,122.35,312.31,-1.12,-96.75,-0.18,10.09,-1.2,-0.18,10.09,-1.2,-0.18,10.09,-1.2,0,0,0,0,0,0,27.85,-0.09,-9.99,-1.13,0,0.02,0,52.5,-36.3,-24.9
37299,26.18,998.64,122.37,312.37,-1.12,-96.75,-0.32,10.09,-1.2,-0.32,10.09,-1.2,-0.32,10.09,-1.2,0,0,0,0,0,0,27.9,0.04,-9.96,-1.18,0,0,0,52.5,-36.3,-24.9
37344,26.18,998.63,122.43,312.37,-1.19,-96.75,-0.33,10.11,-1.13,-0.33,10.11,-1.13,-0.32,10.1,-1.13,0,0,0,0,0,0,27.61,0.01,-9.93,-1.15,0,0,0.01,53.1,-38.55,-23.4
37395,26.18,998.63,122.41,312.37,-1.19,-96.75,-0.28,10.12,-1.21,-0.26,10.11,-1.15,-0.26,10.11,-1.15,0,0,0,0,0,0,27.52,-0.05,-9.99,-1.15,-0.01,-0.01,0.02,53.1,-38.55,-23.4
37437,26.18,998.64,122.34,312.31,-1.12,-96.75,-0.15,10.08,-1.25,-0.15,10.08,-1.25,-0.15,10.08,-1.25,0,0,0,0,0,0,27.71,-0.18,-10.01,-1.23,0,-0.01,0.01,52.8,-38.55,-24.15
37480,26.18,998.65,122.3,312.31,-1.12,-96.75,-0.09,10.11,-1.24,-0.09,10.11,-1.24,-0.09,10.11,-1.24,0,0,0,0,0,0,27.71,-0.24,-9.97,-1.18,0,-0.01,0.01,52.8,-38.55,-24.15
37524,26.18,998.65,122.29,312.25,-1.12,-96.75,0,10.12,-1.28,0,10.12,-1.28,-0.04,10.12,-1.27,0,0,0,0,0,0,27.9,-0.26,-9.96,-1.21,0,0.01,0,53.4,-36.75,-24
37566,26.18,998.65,122.27,312.25,-1.12,-96.75,-0.1,10.11,-1.23,-0.1,10.11,-1.23,-0.1,10.11,-1.23,0,0,0,0,0,0,27.85,-0.21,-10.01,-1.19,0,0.01,-0.01,53.4,-36.75,-24
37619,26.18,998.64,122.34,312.31,-1.12,-96.75,-0.15,10.12,-1.18,-0.21,10.11,-1.2,-0.21,10.11,-1.2,0,0,0,0,0,0,27.57,-0.09,-10,-1.15,0,0.01,0,53.4,-37.5,-24.3
37661,26.18,998.64,122.39,312.37,-1.19,-96.75,-0.33,10.12,-1.16,-0.33,10.12,-1.16,-0.33,10.12,-1.16,0,0,0,0,0,0,27.61,0.07,-9.99,-1.14,0,0,0,53.4,-37.5,-24.3
37706,26.17,998.63,122.41,312.37,-1.19,-96.75,-0.34,10.1,-1.2,-0.34,10.1,-1.2,-0.34,10.1,-1.2,0,0,0,0,0,0,27.76,0.03,-9.98,-1.17,-0.01,-0.01,0.01,53.4,-37.5,-24.3
37748,26.17,998.62,122.5,312.37,-1.19,-96.75,-0.29,10.11,-1.18,-0.29,10.11,-1.18,-0.29,10.11,-1.18,0,0,0,0,0,0,27.95,-0.03,-9.93,-1.16,-0.01,-0.01,0.02,52.95,-37.95,-24.3
37797,26.17,998.63,122.47,312.31,-1.19,-96.75,-0.15,10.11,-1.22,-0.15,10.11,-1.22,-0.15,10.11,-1.22,0,0,0,0,0,0,27.85,-0.2,-10,-1.17,-0.01,-0.01,0.01,52.95,-37.95,-24.3
37838,26.17,998.63,122.44,312.31,-1.12,-96.75,-0.06,10.12,-1.24,-0.06,10.12,-1.24,-0.06,10.12,-1.24,0,0,0,0,0,0,27.71,-0.24,-9.96,-1.23,0,-0.01,0.01,52.05,-38.1,-23.4
37879,26.17,998.63,122.43,312.31,-1.12,-96.75,-0.02,10.1,-1.28,-0.02,10.1,-1.28,-0.02,10.1,-1.28,0,0,0,0,0,0,27.95,-0.25,-9.96,-1.19,0,0,0,52.05,-38.1,-23.4
37925,26.17,998.64,122.37,312.31,-1.12,-96.75,-0.1,10.1,-1.21,-0.1,10.1,-1.21,-0.1,10.1,-1.21,0,0,0,0,0,0,27.85,-0.17,-9.92,-1.2,0,0.02,-0.01,54,-39,-24.3
37968,26.17,998.64,122.39,312.37,-1.19,-96.75,-0.2,10.1,-1.18,-0.2,10.1,-1.18,-0.2,10.1,-1.18,0,0,0,0,0,0,27.76,-0.03,-9.98,-1.17,0,0.01,-0.01,54,-39,-24.3
38017,26.17,998.64,122.36,312.44,-1.19,-96.75,-0.32,10.1,-1.22,-0.32,10.1,-1.22,-0.32,10.1,-1.22,0,0,0,0,0,0,27.85,0.04,-9.98,-1.16,-0.01,0,0,51.6,-38.25,-22.95
38059,26.17,998.64,122.33,312.44,-1.19,-96.75,-0.29,10.12,-1.24,-0.29,10.12,-1.24,-0.29,10.12,-1.24,0,0,0,0,0,0,27.9,-0.07,-9.97,-1.2,0,0.01,0.01,51.6,-38.25,-22.95
38101,26.17,998.64,122.35,312.44,-1.19,-96.75,-0.25,10.09,-1.22,-0.25,10.09,-1.22,-0.25,10.09,-1.22,0,0,0,0,0,0,27.9,-0.12,-10.01,-1.19,0,-0.01,0.01,51.6,-38.25,-22.95
38146,26.17,998.64,122.33,312.44,-1.19,-96.75,-0.15,10.1,-1.25,-0.15,10.1,-1.25,-0.15,10.13,-1.21,0,0,0,0,0,0,27.9,-0.12,-9.96,-1.18,0,0,0.01,52.8,-38.55,-23.1
38188,26.17,998.64,122.37,312.44,-1.19,-96.75,-0.07,10.11,-1.26,-0.07,10.11,-1.26,-0.07,10.11,-1.26,0,0,0,0,0,0,27.85,-0.31,-9.97,-1.24,0,-0.01,0,52.8,-38.55,-23.1
38238,26.18,998.64,122.36,312.44,-1.19,-96.75,-0.19,10.12,-1.18,-0.19,10.12,-1.18,-0.19,10.12,-1.18,0,0,0,0,0,0,27.95,-0.08,-10.01,-1.1,-0.01,0,0,51.75,-39.3,-23.85
38279,26.18,998.64,122.33,312.44,-1.19,-96.75,-0.06,10.12,-1.28,-0.06,10.12,-1.28,-0.06,10.12,-1.28,0,0,0,0,0,0,27.95,-0.14,-9.94,-1.11,-0.01,0.02,0,51.75,-39.3,-23.85
38326,26.17,998.64,122.35,312.44,-1.19,-96.75,-0.32,10.13,-1.05,-0.32,10.13,-1.05,-0.32,10.08,-1.13,0,0,0,0,0,0,27.9,-0.04,-9.98,-1.13,0,0,0,49.05,-39.75,-19.35
38368,26.17,998.64,122.35,312.44,-1.19,-96.75,-0.19,10.1,-1.23,-0.19,10.1,-1.23,-0.19,10.1,-1.23,0,0,0,0,0,0,27.57,-0.11,-9.95,-1.14,-0.01,0.01,0,49.05,-39.75,-19.35
38418,26.17,998.65,122.31,312.44,-1.19,-96.75,-0.31,10.11,-1.25,-0.27,10.11,-1.31,-0.27,10.11,-1.31,0,0,0,0,0,0,27.57,-0.11,-9.97,-1.28,-0.01,0,0.01,44.7,-35.7,-22.65
38459,26.17,998.65,122.27,312.44,-1.19,-96.75,-0.22,10.09,-1.15,-0.22,10.09,-1.15,-0.22,10.09,-1.15,0,0,0,0,0,0,27.95,-0.05,-10,-1.15,0,-0.01,0.01,44.7,-35.7,-22.65
38501,26.17,998.65,122.31,312.44,-1.19,-96.75,-0.11,10.11,-1.24,-0.11,10.11,-1.24,-0.11,10.11,-1.24,0,0,0,0,0,0,27.61,-0.26,-9.95,-1.14,0,0,0.01,44.7,-35.7,-22.65
38547,26.17,998.64,122.34,312.44,-1.19,-96.75,-0.13,10.1,-1.19,-0.13,10.1,-1.19,-0.13,10.1,-1.19,0,0,0,0,0,0,27.9,-0.23,-9.97,-1.17,0,0,0.01,44.7,-36.75,-18.75
38589,26.17,998.63,122.47,312.44,-1.19,-96.75,-0.12,10.11,-1.15,-0.12,10.11,-1.15,-0.12,10.11,-1.15,0,0,0,0,0,0,27.85,-0.23,-9.98,-1.14,0,0,0,44.7,-36.75,-18.75
38639,26.17,998.64,122.38,312.44,-1.19,-96.75,-0.17,10.1,-1.24,-0.17,10.1,-1.24,-0.17,10.1,-1.24,0,0,0,0,0,0,27.95,-0.1,-10,-1.14,-0.01,0,0,44.7,-36.75,-18.75
38681,26.17,998.63,122.41,312.44,-1.19,-96.75,0.24,10.07,-1.46,0.24,10.07,-1.46,0.24,10.07,-1.46,0,0,0,0,0,0,27.71,0.02,-10.18,-0.96,0,0.04,0,44.7,-36.75,-18.75
38725,26.17,998.63,122.4,312.44,-1.19,-96.75,-0.01,10.1,-1.23,-0.01,10.1,-1.23,-0.01,10.1,-1.23,0,0,0,0,0,0,27.57,-0.5,-9.94,-1.25,0,-0.01,0,44.7,-36.75,-18.75
38769,26.17,998.63,122.43,312.44,-1.19,-96.75,-0.1,10.12,-1.34,-0.12,10.09,-1.24,-0.12,10.09,-1.24,0,0,0,0,0,0,27.61,0,-10,-1.35,0,0.01,0.01,44.7,-36.75,-18.75
38810,26.18,998.63,122.46,312.44,-1.19,-96.75,-0.11,10.12,-1.17,-0.11,10.12,-1.17,-0.11,10.12,-1.17,0,0,0,0,0,0,27.9,-0.01,-9.99,-1.24,0,0,0.01,44.7,-36.75,-18.75
38860,26.18,998.63,122.46,312.44,-1.19,-96.75,-0.01,10.1,-1.22,-0.01,10.1,-1.22,-0.01,10.1,-1.22,0,0,0,0,0,0,27.76,-0.23,-9.96,-1.13,0,0.01,0,44.7,-36.75,-18.75
38901,26.17,998.63,122.42,312.44,-1.19,-96.75,-0.14,10.09,-1.15,-0.14,10.09,-1.15,-0.14,10.09,-1.15,0,0,0,0,0,0,27.85,-0.12,-9.97,-1.21,0,-0.01,0,44.7,-36.75,-18.75
38951,26.17,998.63,122.41,312.44,-1.19,-96.75,-0.18,10.11,-1.13,-0.18,10.11,-1.13,-0.18,10.11,-1.13,0,0,0,0,0,0,27.76,-0.19,-9.99,-1.12,0,0,0,44.7,-36.75,-18.75
38992,26.17,998.64,122.4,312.44,-1.19,-96.75,-0.17,10.11,-1.22,-0.17,10.11,-1.22,-0.17,10.11,-1.22,0,0,0,0,0,0,27.76,-0.14,-9.97,-1.16,-0.01,0,0,44.7,-36.75,-18.75
39041,26.17,998.63,122.42,312.44,-1.19,-96.75,-0.21,10.1,-1.24,-0.21,10.1,-1.24,-0.21,10.1,-1.24,0,0,0,0,0,0,27.52,0.07,-10,-1.03,-0.01,0,0.01,44.7,-36.75,-18.75
39085,26.17,998.63,122.45,312.44,-1.19,-96.75,-0.41,10.14,-1.65,-0.41,10.14,-1.65,-0.41,10.14,-1.65,0,0,0,0,0,0,27.85,-0.24,-9.93,-1.54,-0.01,-0.01,0.01,44.7,-36.75,-18.75
39130,26.17,998.63,122.45,312.44,-1.19,-96.75,-0.12,10.15,-0.93,-0.12,10.15,-0.93,-0.25,10.07,-1.13,0,0,0,0,0,0,27.52,-0.07,-9.97,-1.6,-0.01,-0.01,0.01,44.7,-36.75,-18.75
39172,26.17,998.63,122.44,312.37,-1.19,-96.75,-0.12,10.13,-1.4,-0.12,10.13,-1.4,-0.12,10.13,-1.4,0,0,0,0,0,0,27.52,-0.27,-10,-0.95,0,0,0.01,44.7,-36.75,-18.75
39214,26.17,998.63,122.41,312.37,-1.19,-96.75,-0.12,10.13,-1.14,-0.12,10.13,-1.14,-0.12,10.13,-1.14,0,0,0,0,0,0,27.95,-0.15,-9.91,-1.34,-0.01,0.01,0,44.7,-36.75,-18.75
39262,26.17,998.64,122.35,312.37,-1.19,-96.75,-0.05,10.09,-1.09,-0.05,10.09,-1.09,-0.05,10.09,-1.09,0,0,0,0,0,0,27.76,-0.17,-10.04,-1.04,0,0.01,0,44.7,-36.75,-18.75
39304,26.17,998.63,122.44,312.37,-1.19,-96.75,-0.22,10.1,-1.23,-0.22,10.1,-1.23,-0.22,10.1,-1.23,0,0,0,0,0,0,27.57,-0.06,-9.98,-1.15,0,-0.01,0,44.7,-36.75,-18.75
39349,26.17,998.64,122.38,312.44,-1.19,-96.75,-0.19,10.1,-1.04,-0.19,10.1,-1.04,-0.19,10.1,-1.04,0,0,0,0,0,0,27.85,-0.12,-9.99,-1.04,-0.01,0.01,0,44.7,-36.75,-18.75
39392,26.17,998.64,122.39,312.44,-1.19,-96.75,-0.32,10.12,-1.23,-0.32,10.12,-1.23,-0.32,10.12,-1.23,0,0,0,0,0,0,27.85,-0.09,-10.05,-1.11,-0.01,-0.01,0.01,44.7,-36.75,-18.75
39433,26.17,998.65,122.29,312.37,-1.19,-96.75,-0.21,10.13,-1.2,-0.21,10.13,-1.2,-0.21,10.13,-1.2,0,0,0,0,0,0,27.61,-0.03,-9.99,-1.24,-0.01,-0.01,0.01,44.7,-36.75,-18.75
39482,26.18,998.64,122.35,312.37,-1.19,-96.75,-0.22,10.11,-1.24,-0.22,10.11,-1.24,-0.22,10.11,-1.24,0,0,0,0,0,0,27.85,-0.14,-9.99,-1.23,-0.01,-0.01,0.01,44.7,-36.75,-18.75
39523,26.17,998.64,122.33,312.37,-1.19,-96.75,-0.1,10.11,-1.27,-0.1,10.11,-1.27,-0.1,10.11,-1.27,0,0,0,0,0,0,27.95,-0.21,-9.96,-1.18,0,0,0,44.7,-36.75,-18.75
39571,26.17,998.64,122.38,312.37,-1.19,-96.75,-0.17,10.08,-1.14,-0.17,10.08,-1.14,-0.15,10.1,-1.19,0,0,0,0,0,0,27.9,-0.19,-9.93,-1.16,0,0,0.01,44.7,-36.75,-18.75
39613,26.17,998.64,122.35,312.37,-1.19,-96.75,-0.14,10.13,-1.19,-0.14,10.13,-1.19,-0.14,10.13,-1.19,0,0,0,0,0,0,27.85,-0.11,-9.96,-1.13,0,0,0,44.7,-36.75,-18.75
39662,26.17,998.64,122.31,312.37,-1.19,-96.75,-0.19,10.12,-1.27,-0.19,10.12,-1.27,-0.19,10.12,-1.27,0,0,0,0,0,0,27.9,-0.17,-9.99,-1.16,0,0,0,44.7,-36.75,-18.75
39703,26.17,998.63,122.44,312.37,-1.19,-96.75,-0.24,10.1,-1.15,-0.24,10.1,-1.15,-0.24,10.1,-1.15,0,0,0,0,0,0,27.61,-0.09,-10.08,-1.36,0.01,0.01,0.01,44.7,-36.75,-18.75
39747,26.17,998.63,122.47,312.37,-1.19,-96.75,-0.31,10.12,-1.57,-0.31,10.12,-1.57,-0.31,10.12,-1.57,0,0,0,0,0,0,27.85,-0.19,-10.01,-1.15,-0.01,0,0.01,44.7,-36.75,-18.75
39792,26.17,998.62,122.48,312.37,-1.19,-96.75,-0.2,10.12,-1.34,-0.15,10.13,-1.51,-0.15,10.13,-1.51,0,0,0,0,0,0,27.71,-0.11,-9.99,-1.45,0,0.01,0,44.7,-36.75,-18.75
39834,26.17,998.63,122.45,312.37,-1.19,-96.75,-0.19,10.09,-1.06,-0.19,10.09,-1.06,-0.19,10.09,-1.06,0,0,0,0,0,0,27.61,-0.11,-9.94,-1.09,0,0,0.01,47.25,-21.9,-6.6
39883,26.17,998.63,122.45,312.37,-1.19,-96.75,0.03,10.03,-1.56,0.03,10.03,-1.56,0.03,10.03,-1.56,0,0,0,0,0,0,27.9,-0.14,-10.14,-1.64,-0.01,-0.03,0,47.25,-21.9,-6.6
39925,26.17,998.63,122.42,312.37,-1.19,-96.75,-0.4,10.08,-0.11,-0.4,10.08,-0.11,-0.4,10.08,-0.11,0,0,0,0,0,0,28.04,-0.23,-10.37,-1.46,-0.02,0.01,0,46.8,-18.6,-4.95
39971,26.17,998.63,122.44,312.37,-1.19,-96.81,-0.05,10.07,-1.41,-0.05,10.07,-1.41,-0.05,10.07,-1.41,0,0,0,0,0,0,27.9,0.25,-9.98,-1.18,-0.02,0.01,0,46.8,-18.6,-4.95
40014,26.17,998.62,122.48,312.37,-1.19,-96.81,-0.04,10.07,-1.01,-0.04,10.07,-1.01,-0.04,10.07,-1.01,0,0,0,0,0,0,27.95,-0.19,-9.98,-1.43,-0.02,0,0,46.8,-18.6,-4.95
40055,26.17,998.62,122.49,312.37,-1.19,-96.87,-0.31,10.04,-1.57,-0.31,10.04,-1.57,-0.31,10.04,-1.57,0,0,0,0,0,0,27.9,0.07,-9.9,-1.38,-0.01,-0.01,0,46.65,-19.05,-7.2
40104,26.17,998.62,122.52,312.44,-1.19,-96.87,-0.08,10.09,-1.5,-0.08,10.09,-1.5,-0.08,10.09,-1.5,0,0,0,0,0,0,27.76,-0.21,-9.98,-1.56,0.01,0.03,0.01,46.65,-19.05,-7.2
40145,26.17,998.61,122.57,312.44,-1.19,-96.94,-0.34,10.13,-1.45,-0.34,10.13,-1.45,-0.34,10.13,-1.45,0,0,0,0,0,0,27.85,-0.1,-10.05,-1.01,0.01,0.1,0,45.6,-19.05,-5.7
40192,26.17,998.61,122.57,312.5,-1.19,-96.87,-0.19,10.05,-1.29,-0.19,10.05,-1.29,-0.54,10.08,-1.3,0,0,0,0,0,0,27.9,0.13,-9.92,-1.02,0.01,-0.06,0.01,45.6,-19.05,-5.7
40234,26.17,998.62,122.55,312.31,-1.19,-96.81,0.06,10.1,-1.06,0.06,10.1,-1.06,0.06,10.1,-1.06,0,0,0,0,0,0,27.85,-0.36,-9.93,-0.92,0,-0.01,0.01,46.35,-18,-6.15
40284,26.17,998.62,122.56,312.37,-1.19,-96.81,-0.53,10.04,-1.01,-0.29,10.05,-0.97,-0.29,10.05,-0.97,0,0,0,0,0,0,27.76,-0.22,-10.04,-1.05,-0.01,-0.02,0.02,46.35,-18,-6.15
40325,26.17,998.62,122.5,312.31,-1.19,-96.81,0.02,10.02,-0.98,0.02,10.02,-0.98,0.02,10.02,-0.98,0,0,0,0,0,0,27.95,-0.19,-10.15,-1.13,-0.01,-0.04,0.01,45.6,-18.75,-5.7
40367,26.17,998.63,122.46,312.25,-1.12,-96.87,-0.14,10.05,-1.26,-0.14,10.05,-1.26,-0.14,10.05,-1.26,0,0,0,0,0,0,27.9,-0.27,-9.94,-1.26,-0.02,0,0.01,45.6,-18.75,-5.7
40409,26.17,998.63,122.41,312.25,-1.12,-96.87,-0.07,10.08,-1.27,-0.07,10.08,-1.27,-0.07,10.08,-1.27,0,0,0,0,0,0,27.95,-0.12,-10.01,-1.33,-0.01,0.02,-0.01,45.6,-18.75,-5.7
40454,26.17,998.64,122.32,312.25,-1.12,-96.94,-0.18,10.05,-1.43,-0.18,10.05,-1.43,-0.1,10.03,-1.32,0,0,0,0,0,0,27.71,-0.33,-10.03,-1.34,-0.01,0.05,-0.01,45,-18.6,-6
40504,26.17,998.63,122.43,312.44,-1.19,-96.94,-0.36,10.07,-1.36,-0.4,10.05,-1.4,-0.4,10.05,-1.4,0,0,0,0,0,0,27.85,-0.03,-9.99,-1.26,0.01,0.03,-0.01,45,-18.6,-6
40549,26.17,998.63,122.48,312.5,-1.19,-96.94,-0.23,10.06,-1.19,-0.23,10.06,-1.19,-0.23,10.06,-1.19,0,0,0,0,0,0,27.76,0.04,-10.03,-1,0,-0.01,0,45.6,-19.5,-6.15
40594,26.17,998.63,122.45,312.44,-1.19,-96.87,-0.99,10.01,-0.91,-0.36,10.04,-1.07,-0.36,10.04,-1.07,0,0,0,0,0,0,27.85,-0.23,-10,-0.97,0,0.01,0.01,45.6,-19.5,-6.15
40636,26.17,998.63,122.47,312.25,-1.12,-96.87,-0.21,10.07,-0.88,-0.21,10.07,-0.88,-0.21,10.07,-0.88,0,0,0,0,0,0,27.85,0.39,-10.02,-0.91,-0.01,0.05,0.03,46.2,-18.9,-7.05
40677,26.17,998.63,122.41,312.25,-1.12,-96.94,0.11,10.09,-1.48,0.11,10.09,-1.48,0.11,10.09,-1.48,0,0,0,0,0,0,28.04,-0.88,-10.21,-1.58,-0.01,0.06,0.01,46.2,-18.9,-7.05
40726,26.17,998.64,122.34,312.31,-1.06,-96.94,-0.22,10.16,-1.14,-0.22,10.16,-1.14,-0.22,10.16,-1.14,0,0,0,0,0,0,27.9,-0.33,-9.87,-1.56,-0.01,-0.01,0,46.8,-19.35,-6
40767,26.17,998.64,122.36,312.44,-1.12,-96.94,0.37,10.02,-1.51,0.37,10.02,-1.51,0.37,10.02,-1.51,0,0,0,0,0,0,27.61,-0.48,-10.06,-1.21,0.01,-0.01,-0.02,46.8,-19.35,-6
40811,26.17,998.64,122.39,312.37,-1.19,-96.94,-0.55,9.96,-1.46,-0.55,9.96,-1.46,-0.55,9.96,-1.46,0,0,0,0,0,0,27.9,0.29,-9.99,-1.44,0.02,-0.16,-0.01,46.8,-19.35,-6
40855,26.17,998.63,122.4,312.12,-1.19,-96.87,-0.31,10.03,-0.74,-0.31,10.03,-0.74,-0.35,9.98,-0.99,0,0,0,0,0,0,27.71,-0.13,-10.07,-0.79,0.01,0.11,0,45.45,-20.4,-6
40905,26.17,998.64,122.37,312.37,-1.19,-96.87,-0.55,9.92,-0.84,-0.26,10.09,-0.88,-0.26,10.09,-0.88,0,0,0,0,0,0,27.9,-0.11,-10,-0.89,-0.02,0.08,0.01,45.45,-20.4,-6
40947,26.17,998.64,122.36,312.5,-1.19,-96.81,-0.19,10.02,-0.78,-0.19,10.02,-0.78,-0.19,10.02,-0.78,0,0,0,0,0,0,27.61,-0.06,-10.08,-1.54,-0.02,0,0.01,45.15,-18.75,-7.2
40989,26.17,998.63,122.42,312.37,-1.19,-96.87,0.05,10.02,-1.18,0.05,10.02,-1.18,0.05,10.02,-1.18,0,0,0,0,0,0,27.85,-0.08,-9.99,-1.22,-0.03,-0.06,0.01,45.15,-18.75,-7.2
41034,26.17,998.64,122.39,312.19,-1.19,-96.87,-0.27,10.01,-1.36,-0.27,10.01,-1.36,-0.27,10.01,-1.36,0,0,0,0,0,0,27.71,-0.38,-10.07,-1.31,-0.02,-0.01,0,45.75,-17.1,-7.05
41077,26.17,998.64,122.39,312.19,-1.19,-96.94,-0.12,10.05,-1.48,-0.12,10.05,-1.48,-0.12,10.05,-1.48,0,0,0,0,0,0,27.85,-0.08,-9.94,-1.39,0,0.01,0.01,45.75,-17.1,-7.05
41127,26.17,998.64,122.38,312.25,-1.19,-97,-0.02,10.01,-1.46,0.01,10.02,-1.5,0.01,10.02,-1.5,0,0,0,0,0,0,27.85,-0.3,-9.96,-1.42,0,0.02,0,46.2,-18.9,-7.35
41168,26.17,998.63,122.44,312.25,-1.12,-97,-0.3,10.05,-1.16,-0.3,10.05,-1.16,-0.3,10.05,-1.16,0,0,0,0,0,0,27.9,-0.12,-10,-1.26,0,0.02,0,46.2,-18.9,-7.35
41211,26.17,998.63,122.43,312.25,-1.12,-97,-0.04,10.03,-1.31,-0.04,10.03,-1.31,-0.04,10.03,-1.31,0,0,0,0,0,0,27.61,0.02,-9.94,-0.97,0.01,0.04,0,46.2,-18.9,-7.35
41256,26.17,998.63,122.48,312.25,-1.12,-97,-0.41,10,-0.94,-0.41,10,-0.94,-0.29,10.02,-1.16,0,0,0,0,0,0,27.52,-0.02,-10.02,-1.18,-0.01,-0.02,0.01,45.9,-18.75,-7.2
41298,26.17,998.63,122.46,312.31,-1.19,-96.94,0.31,10.05,-1.52,0.31,10.05,-1.52,0.31,10.05,-1.52,0,0,0,0,0,0,27.9,-0.83,-9.54,0.85,0.08,0.18,0.02,45.9,-18.75,-7.2
41348,26.17,998.63,122.42,312.44,-1.19,-96.94,-0.63,10.08,1.16,-0.63,10.08,1.16,-0.63,10.08,1.16,0,0,0,0,0,0,27.76,0.31,-10.84,-0.51,0,-0.14,0.02,45.15,-20.25,-9.3
41389,26.17,998.62,122.49,312.25,-1.12,-96.94,0.16,9.98,-3.17,0.16,9.98,-3.17,0.16,9.98,-3.17,0,0,0,0,0,0,27.61,0.44,-9.73,-2.34,0,0,0.01,45.15,-20.25,-9.3
41436,26.17,998.62,122.48,312.19,-1.12,-96.94,0.26,10.09,-0.04,0.26,10.09,-0.04,-0.2,10.02,-2.24,0,0,0,0,0,0,27.85,-0.52,-10.3,-2.58,0.02,-0.01,0,43.95,-21.15,-8.4
41478,26.17,998.62,122.5,312.19,-1.12,-96.87,0.19,10.1,-2.19,0,10.13,-0.39,0,10.13,-0.39,0,0,0,0,0,0,27.57,0.27,-9.24,0.37,0.04,-0.04,0,43.95,-21.15,-8.4
41519,26.17,998.61,122.63,312.37,-1.19,-96.81,-0.03,9.99,-2.44,-0.03,9.99,-2.44,-0.03,9.99,-2.44,0,0,0,0,0,0,27.85,-0.2,-10.54,-1.68,0.03,0.01,-0.01,43.95,-21.15,-8.4
41567,26.17,998.61,122.58,312.5,-1.19,-96.75,-0.49,10.13,0.05,-0.49,10.13,0.05,-0.14,10.09,-0.26,0,0,0,0,0,0,27.85,-0.13,-9.39,0.19,0.02,-0.08,-0.01,45.75,-21.15,-13.05
41609,26.17,998.62,122.55,312.37,-1.25,-96.69,-0.28,10.18,-1.68,-0.28,10.18,-1.68,-0.28,10.18,-1.68,0,0,0,0,0,0,28.04,-0.21,-10.04,-1.25,0,-0.01,0,45.75,-21.15,-13.05
41654,26.17,998.62,122.5,312.56,-1.25,-96.69,-0.43,10.23,-0.66,-0.43,10.23,-0.66,-0.43,10.23,-0.66,0,0,0,0,0,0,27.71,0.14,-9.5,-0.68,0,0.06,0,47.55,-21.6,-14.1
41698,26.17,998.63,122.45,312.56,-1.25,-96.69,-0.34,10.07,-1.31,-0.34,10.09,-1.38,-0.34,10.09,-1.38,0,0,0,0,0,0,27.57,-0.15,-10.17,-1.18,-0.02,0,0.01,47.55,-21.6,-14.1
41748,26.17,998.63,122.41,312.5,-1.25,-96.69,-0.04,10.1,-1.06,-0.03,10.23,-1.09,-0.03,10.23,-1.09,0,0,0,0,0,0,27.95,-0.51,-9.51,-1.27,-0.03,0.05,0.01,45.6,-22.05,-14.25
41790,26.17,998.63,122.4,312.5,-1.25,-96.69,0.01,10.12,-1.11,0.01,10.12,-1.11,0.01,10.12,-1.11,0,0,0,0,0,0,28.04,-0.01,-10.07,-1.2,-0.01,-0.01,0,45.6,-22.05,-14.25
41831,26.17,998.63,122.44,312.5,-1.25,-96.75,0.15,10.02,-1.62,0.15,10.02,-1.62,0.15,10.02,-1.62,0,0,0,0,0,0,27.85,-0.51,-10.2,-1.34,0,0.05,-0.01,47.25,-23.1,-10.5
41875,26.17,998.63,122.46,312.5,-1.19,-96.75,-0.04,10.08,-1.06,-0.04,10.08,-1.06,-0.04,10.08,-1.06,0,0,0,0,0,0,27.57,0.23,-9.9,-1.18,0.01,-0.11,-0.01,47.25,-23.1,-10.5
41916,26.17,998.63,122.45,312.5,-1.25,-96.75,-0.3,10.04,-1.39,-0.3,10.04,-1.39,-0.3,10.04,-1.39,0,0,0,0,0,0,27.71,-0.37,-10.37,-1.4,0.01,0,0,47.25,-23.1,-10.5
41963,26.17,998.63,122.44,312.56,-1.25,-96.69,-0.57,10.05,-1.19,-0.57,10.05,-1.19,-0.57,10.05,-1.19,0,0,0,0,0,0,27.71,-0.54,-9.28,-0.77,0.03,0.01,0,48.15,-22.8,-11.1
42010,26.17,998.63,122.46,312.56,-1.25,-96.62,-0.14,10.15,-1.09,-0.14,10.15,-1.09,-0.14,10.15,-1.09,0,0,0,0,0,0,27.76,-0.53,-10.41,-0.79,0,0.01,0.01,48.15,-22.8,-11.1
42057,26.17,998.63,122.44,312.56,-1.25,-96.62,-0.11,10.09,-1.11,-0.11,10.09,-1.11,-0.11,10.09,-1.11,0,0,0,0,0,0,27.95,0.2,-9.58,-1,-0.01,-0.08,0.01,47.4,-23.25,-9
