time [ms], BMP temp [degC], BMP pres [mbar], BMP alt [m], BNO x [deg], BNO y [deg], BNO z [deg], BNO xa [m/s^2], BNO ya [], BNO za [], BNO xg [rad/s], BNO yg [], BNO zg [], BNO xm [uT], BNO ym [], BNO zm [], GPS lat [deg.min], GPS lon [deg.min], GPS speed [m/s], GPS angle [deg], GPS alt [m],GPS Sat, ICM temp [degC], ICM accel x [m/s^2], ICM accel y [m/s^2], ICM accel z [m/s^2], ICM gyro x [rad/s], ICM gyro y [rad/s], ICM gyro z [rad/s], ICM mag x [], ICM mag y [], ICM mag z []
390991,25.8,998.59,122.78,329.87,-3.75,-92.12,-0.68,10.09,-0.35,-0.68,10.09,-0.35,-0.68,10.09,-0.35,3437.4,8619.26,0.2,170.21,184,12,27.85,0.38,-10,-0.32,-0.01,0,0.01,45,-32.4,-19.8
391038,25.8,998.59,122.78,329.87,-3.75,-92.12,-0.67,10.09,-0.36,-0.67,10.09,-0.36,-0.67,10.09,-0.36,3437.4,8619.26,0.2,170.21,184,12,27.57,0.39,-10,-0.31,-0.01,0,0.01,45,-32.4,-19.8
391080,25.8,998.59,122.74,329.87,-3.75,-92.12,-0.67,10.1,-0.37,-0.67,10.1,-0.37,-0.67,10.1,-0.37,3437.4,8619.26,0.2,170.21,184,12,27.61,0.38,-10.02,-0.33,-0.01,0,0,45,-31.95,-19.35
391130,25.8,998.59,122.77,329.87,-3.75,-92.12,-0.69,10.08,-0.39,-0.68,10.1,-0.39,-0.68,10.1,-0.39,3437.4,8619.26,0.2,170.21,184,12,27.76,0.37,-9.98,-0.38,0,0,0,45,-31.95,-19.35
391171,25.8,998.59,122.8,329.87,-3.75,-92.12,-0.7,10.08,-0.37,-0.7,10.08,-0.37,-0.7,10.08,-0.37,3437.4,8619.26,0.2,170.21,184,12,27.57,0.43,-10.04,-0.33,0,-0.01,0,44.1,-32.1,-19.95
391218,25.8,998.58,122.84,329.87,-3.75,-92.12,-0.71,10.09,-0.38,-0.71,10.09,-0.38,-0.71,10.09,-0.38,3437.4,8619.26,0.2,170.21,184,12,27.57,0.39,-10.03,-0.42,0,0,0.01,44.1,-32.1,-19.95
391260,25.8,998.58,122.87,329.87,-3.75,-92.12,-0.72,10.09,-0.36,-0.71,10.1,-0.35,-0.71,10.1,-0.35,3437.4,8619.26,0.2,170.21,184,12,27.9,0.47,-9.99,-0.3,0,0,0.01,45.6,-32.85,-19.95
391310,25.8,998.57,122.91,329.87,-3.75,-92.12,-0.69,10.11,-0.34,-0.72,10.1,-0.35,-0.72,10.1,-0.35,3437.4,8619.26,0.2,170.21,184,12,27.57,0.42,-10.05,-0.33,0,0,0.01,45.6,-32.85,-19.95
391352,25.8,998.57,122.93,329.87,-3.75,-92.12,-0.71,10.09,-0.37,-0.71,10.09,-0.37,-0.71,10.09,-0.37,3437.4,8619.26,0.2,170.21,184,12,27.57,0.44,-9.97,-0.37,-0.01,-0.01,0.01,47.55,-32.7,-20.85
391392,25.8,998.58,122.87,329.87,-3.75,-92.12,-0.69,10.09,-0.37,-0.69,10.09,-0.37,-0.69,10.09,-0.37,3437.4,8619.26,0.2,170.21,184,12,27.61,0.38,-10.05,-0.34,-0.01,0,0.01,47.55,-32.7,-20.85
391438,25.8,998.57,122.92,329.87,-3.75,-92.12,-0.67,10.09,-0.38,-0.67,10.09,-0.38,-0.67,10.09,-0.38,3437.4,8619.26,0.2,170.21,184,12,27.76,0.38,-9.98,-0.33,-0.01,0,0,47.55,-32.7,-20.85
391481,25.8,998.58,122.89,329.87,-3.75,-92.12,-0.68,10.08,-0.43,-0.68,10.08,-0.43,-0.68,10.08,-0.43,3437.4,8619.26,0.2,170.21,184,12,27.76,0.39,-10.01,-0.4,0,0,0.01,45.45,-33.45,-20.85
391531,25.8,998.58,122.84,329.87,-3.75,-92.12,-0.67,10.1,-0.39,-0.67,10.1,-0.39,-0.67,10.1,-0.39,3437.4,8619.26,0.2,170.21,184,12,27.57,0.47,-10.02,-0.37,0,-0.01,0,45.45,-33.45,-20.85
391572,25.8,998.58,122.85,329.87,-3.75,-92.12,-0.7,10.11,-0.37,-0.7,10.11,-0.37,-0.7,10.11,-0.37,3437.4,8619.26,0.2,170.21,184,12,27.52,0.45,-10.04,-0.31,0,0,0,45.9,-32.85,-20.25
391617,25.8,998.58,122.82,329.87,-3.75,-92.12,-0.73,10.1,-0.35,-0.73,10.1,-0.35,-0.73,10.1,-0.35,3437.4,8619.26,0.2,170.21,184,12,27.76,0.41,-9.97,-0.32,0,-0.01,0.01,45.9,-32.85,-20.25
391661,25.8,998.58,122.86,329.87,-3.75,-92.12,-0.72,10.09,-0.35,-0.71,10.11,-0.34,-0.71,10.11,-0.34,3437.4,8619.26,0.2,170.21,184,12,27.61,0.4,-9.97,-0.34,-0.01,0,0,45.75,-32.4,-20.4
391711,25.8,998.59,122.81,329.87,-3.75,-92.12,-0.71,10.1,-0.37,-0.71,10.1,-0.37,-0.69,10.07,-0.37,3437.4,8619.26,0.2,170.21,184,12,27.61,0.46,-10.01,-0.38,-0.01,0,0.01,45.75,-32.4,-20.4
391752,25.8,998.6,122.72,329.87,-3.75,-92.12,-0.69,10.09,-0.39,-0.69,10.09,-0.39,-0.69,10.09,-0.39,3437.4,8619.26,0.2,170.21,184,12,27.57,0.45,-9.99,-0.36,0,0,0.01,45.45,-30.9,-20.1
391797,25.8,998.59,122.78,329.87,-3.75,-92.12,-0.69,10.1,-0.39,-0.69,10.1,-0.39,-0.69,10.1,-0.39,3437.4,8619.26,0.2,170.21,184,12,27.71,0.36,-9.99,-0.37,0,0,0.01,45.45,-30.9,-20.1
391844,25.8,998.59,122.77,329.87,-3.75,-92.12,-0.65,10.12,-0.4,-0.67,10.1,-0.4,-0.67,10.1,-0.4,3437.4,8619.26,0.2,170.21,184,12,27.61,0.36,-9.97,-0.38,0,0,0.01,45.45,-30.9,-20.1
391886,25.8,998.59,122.76,329.87,-3.75,-92.12,-0.72,10.1,-0.37,-0.72,10.1,-0.37,-0.72,10.1,-0.37,3437.4,8619.26,0.2,170.21,184,12,27.76,0.41,-9.99,-0.34,0,0,0,45,-31.95,-18.75
391934,25.8,998.59,122.76,329.87,-3.75,-92.12,-0.68,10.1,-0.35,-0.68,10.1,-0.35,-0.68,10.1,-0.35,3437.4,8619.26,0.2,170.21,184,12,27.9,0.39,-10.06,-0.31,0,0,0,45,-31.95,-18.75
391977,25.8,998.59,122.76,329.87,-3.75,-92.12,-0.74,10.09,-0.35,-0.74,10.09,-0.35,-0.74,10.09,-0.35,3437.4,8619.26,0.2,170.21,184,12,27.61,0.4,-10.02,-0.33,-0.01,-0.01,0.01,45.6,-30.3,-19.5
392022,25.8,998.59,122.76,329.87,-3.75,-92.12,-0.7,10.11,-0.34,-0.69,10.1,-0.36,-0.69,10.1,-0.36,3437.4,8619.26,0.2,170.21,184,12,27.76,0.44,-9.94,-0.41,-0.01,0,0,45.6,-30.3,-19.5
392063,25.8,998.59,122.8,329.87,-3.75,-92.12,-0.75,10.09,-0.4,-0.75,10.09,-0.4,-0.75,10.09,-0.4,3437.4,8619.26,0.2,170.21,184,12,27.57,0.41,-10.01,-0.38,-0.01,0,0.01,45.45,-31.95,-19.05
392113,25.8,998.58,122.83,329.87,-3.75,-92.12,-0.67,10.08,-0.38,-0.67,10.08,-0.38,-0.67,10.08,-0.38,3437.4,8619.26,0.2,170.21,184,12,27.9,0.46,-10.02,-0.4,0,0,0,45.45,-31.95,-19.05
392154,25.8,998.58,122.83,329.87,-3.75,-92.12,-0.68,10.11,-0.4,-0.68,10.11,-0.4,-0.68,10.11,-0.4,3437.4,8619.26,0.2,170.21,184,12,27.61,0.44,-9.96,-0.34,0,0,0.01,45.45,-32.4,-20.1
392201,25.8,998.58,122.83,329.87,-3.75,-92.12,-0.69,10.09,-0.36,-0.69,10.09,-0.36,-0.7,10.1,-0.36,3437.4,8619.26,0.2,170.21,184,12,27.61,0.41,-10,-0.35,0,0,0,45.45,-32.4,-20.1
392243,25.8,998.58,122.83,329.87,-3.75,-92.12,-0.68,10.09,-0.36,-0.68,10.09,-0.36,-0.68,10.09,-0.36,3437.4,8619.26,0.2,170.21,184,12,27.76,0.41,-9.98,-0.4,-0.01,0,0,45.45,-32.4,-20.1
392286,25.8,998.59,122.74,329.87,-3.75,-92.12,-0.7,10.11,-0.37,-0.7,10.11,-0.37,-0.7,10.11,-0.37,3437.4,8619.26,0.2,170.21,184,12,27.52,0.41,-10.02,-0.34,-0.01,-0.01,0,46.35,-31.35,-19.2
392334,25.8,998.61,122.65,329.87,-3.75,-92.12,-0.7,10.1,-0.38,-0.7,10.1,-0.38,-0.7,10.1,-0.38,3437.4,8619.26,0.2,170.21,184,12,27.52,0.45,-10.01,-0.38,-0.01,0,0.01,46.35,-31.35,-19.2
392375,25.8,998.6,122.69,329.87,-3.75,-92.12,-0.72,10.1,-0.37,-0.72,10.1,-0.37,-0.72,10.1,-0.37,3437.4,8619.26,0.2,170.21,184,12,27.76,0.36,-9.96,-0.39,-0.01,0,0.01,45.6,-32.55,-20.25
392421,25.8,998.6,122.67,329.87,-3.75,-92.12,-0.71,10.12,-0.37,-0.71,10.12,-0.37,-0.71,10.12,-0.37,3437.4,8619.26,0.2,170.21,184,12,27.61,0.42,-10,-0.38,0,0,0.01,45.6,-32.55,-20.25
392464,25.8,998.6,122.71,329.87,-3.75,-92.12,-0.73,10.11,-0.4,-0.73,10.11,-0.4,-0.73,10.11,-0.4,3437.4,8619.26,0.2,170.21,184,12,27.61,0.4,-9.96,-0.36,0,0,0.01,45.9,-32.55,-19.2
392514,25.8,998.6,122.69,329.87,-3.75,-92.12,-0.7,10.11,-0.36,-0.67,10.09,-0.37,-0.67,10.09,-0.37,3437.4,8619.26,0.2,170.21,184,12,27.71,0.41,-10.02,-0.35,0,0,0,45.9,-32.55,-19.2
392555,25.8,998.6,122.69,329.87,-3.75,-92.12,-0.69,10.09,-0.35,-0.69,10.09,-0.35,-0.69,10.09,-0.35,3437.4,8619.26,0.2,170.21,184,12,27.57,0.46,-10,-0.38,0,0,0.01,45.6,-32.55,-19.5
392600,25.8,998.6,122.73,329.87,-3.75,-92.12,-0.7,10.11,-0.36,-0.7,10.11,-0.36,-0.7,10.11,-0.36,3437.4,8619.26,0.2,170.21,184,12,27.57,0.42,-9.98,-0.34,0,0,0,45.6,-32.55,-19.5
392644,25.8,998.59,122.77,329.87,-3.75,-92.12,-0.7,10.09,-0.37,-0.69,10.1,-0.37,-0.69,10.1,-0.37,3437.4,8619.26,0.2,170.21,184,12,27.76,0.43,-9.97,-0.35,0,0,0.01,45.6,-32.55,-19.5
392694,25.8,998.59,122.79,329.87,-3.75,-92.12,-0.72,10.12,-0.39,-0.71,10.11,-0.37,-0.71,10.11,-0.37,3437.4,8619.26,0.2,170.21,184,12,27.61,0.43,-10.02,-0.4,-0.01,0,0.01,44.85,-31.8,-20.7
392735,25.8,998.59,122.8,329.87,-3.75,-92.12,-0.7,10.08,-0.42,-0.7,10.08,-0.42,-0.7,10.08,-0.42,3437.4,8619.26,0.2,170.21,184,12,27.57,0.45,-10.01,-0.42,0,0,0.01,44.85,-31.8,-20.7
392777,25.8,998.59,122.76,329.87,-3.75,-92.12,-0.69,10.09,-0.37,-0.69,10.09,-0.37,-0.69,10.09,-0.37,3437.4,8619.26,0.2,170.21,184,12,27.71,0.42,-10.03,-0.31,-0.01,0,0,45.45,-32.7,-20.1
392824,25.8,998.58,122.83,329.87,-3.75,-92.12,-0.7,10.1,-0.37,-0.7,10.1,-0.37,-0.7,10.07,-0.36,3437.4,8619.26,0.2,170.21,184,12,27.57,0.43,-10.02,-0.36,0,0,0.01,45.45,-32.7,-20.1
392865,25.8,998.59,122.76,329.87,-3.75,-92.12,-0.69,10.09,-0.35,-0.69,10.09,-0.35,-0.69,10.09,-0.35,3437.4,8619.26,0.2,170.21,184,12,27.52,0.49,-9.96,-0.34,-0.01,0,0.01,45.75,-33.15,-19.8
392915,25.8,998.6,122.69,329.87,-3.75,-92.12,-0.69,10.11,-0.36,-0.7,10.11,-0.37,-0.7,10.11,-0.37,3437.4,8619.26,0.2,170.21,184,12,27.57,0.41,-9.97,-0.31,0,0,0.01,45.75,-33.15,-19.8
392957,25.8,998.59,122.76,329.87,-3.75,-92.12,-0.71,10.08,-0.34,-0.71,10.08,-0.34,-0.71,10.08,-0.34,3437.4,8619.26,0.2,170.21,184,12,27.71,0.36,-9.98,-0.34,0,0,0,43.95,-32.7,-19.8
393003,25.8,998.58,122.83,329.87,-3.75,-92.12,-0.64,10.1,-0.41,-0.64,10.1,-0.41,-0.64,10.1,-0.41,3437.4,8619.26,0.2,170.21,184,12,27.52,0.54,-9.46,-0.3,-0.01,0,0,43.95,-32.7,-19.8
393045,25.8,998.58,122.84,329.87,-3.75,-92.12,-0.74,10.09,-0.41,-0.74,10.09,-0.41,-0.74,10.09,-0.41,3437.4,8619.26,0.2,170.21,184,12,27.76,0.49,-10.1,-0.3,-0.01,0,0.01,43.95,-32.7,-19.8
393095,25.8,998.59,122.81,329.87,-3.75,-92.12,-0.71,10.08,-0.37,-0.71,10.08,-0.37,-0.71,10.08,-0.37,3437.4,8619.26,0.2,170.21,184,12,27.61,0.41,-10.02,-0.32,0,0,0,45.6,-31.8,-20.25
393137,25.8,998.59,122.74,329.87,-3.75,-92.12,-0.72,10.12,-0.38,-0.72,10.12,-0.38,-0.72,10.12,-0.38,3437.4,8619.26,0.2,170.21,184,12,27.71,0.41,-10.03,-0.35,0,0,0.01,45.6,-31.8,-20.25
393184,25.8,998.59,122.75,329.87,-3.75,-92.12,-0.68,10.08,-0.36,-0.68,10.08,-0.36,-0.68,10.08,-0.36,3437.4,8619.26,0.2,170.21,184,12,27.61,0.4,-10.28,-0.35,0,0,0.01,46.2,-31.95,-19.8
393226,25.8,998.6,122.71,329.87,-3.75,-92.12,-0.59,10.04,-0.34,-0.59,10.04,-0.34,-0.59,10.04,-0.34,3437.4,8619.26,0.2,170.21,184,12,27.76,0.52,-9.84,-0.46,0,-0.01,0.01,46.2,-31.95,-19.8
393268,25.8,998.6,122.73,329.87,-3.75,-92.12,-0.69,10.09,-0.37,-0.69,10.09,-0.37,-0.69,10.09,-0.37,3437.4,8619.26,0.2,170.21,184,12,27.9,0.38,-9.84,-0.29,0,0,0.01,45.9,-33.3,-19.95
393320,25.8,998.59,122.78,329.87,-3.75,-92.12,-0.7,10.1,-0.38,-0.7,10.1,-0.38,-0.7,10.1,-0.38,3437.4,8619.26,0.2,170.21,184,12,27.76,0.37,-9.99,-0.37,-0.01,0,0,45.9,-33.3,-19.95
393360,25.8,998.59,122.78,329.87,-3.75,-92.12,-0.7,10.1,-0.37,-0.7,10.1,-0.37,-0.7,10.1,-0.37,3437.4,8619.26,0.2,170.21,184,12,27.71,0.39,-10.02,-0.38,-0.01,0,0.01,45.45,-33.15,-19.05
393406,25.8,998.59,122.81,329.87,-3.75,-92.12,-0.66,10.09,-0.38,-0.81,10.12,-0.41,-0.81,10.12,-0.41,3437.4,8619.26,0.2,170.21,184,12,27.61,0.53,-9.9,-0.32,0,0,0.01,45.45,-33.15,-19.05
393448,25.8,998.58,122.83,329.87,-3.75,-92.12,-0.66,10.04,-0.4,-0.66,10.04,-0.4,-0.66,10.04,-0.4,3437.4,8619.26,0.2,170.21,184,12,27.71,0.31,-10.21,-0.49,0,0,0.01,45.45,-33.15,-19.05
393497,25.8,998.58,122.84,329.87,-3.75,-92.12,-0.68,10.09,-0.38,-0.68,10.09,-0.38,-0.68,10.09,-0.38,3437.4,8619.26,0.2,170.21,184,12,27.57,0.46,-10.02,-0.36,0,0,0.01,45.45,-31.2,-19.8
393538,25.8,998.58,122.82,329.87,-3.75,-92.12,-0.67,10.11,-0.36,-0.67,10.11,-0.36,-0.67,10.11,-0.36,3437.4,8619.26,0.2,170.21,184,12,27.52,0.42,-10.02,-0.36,0,0,0.01,45.45,-31.2,-19.8
393584,25.8,998.59,122.77,329.87,-3.75,-92.12,-0.69,10.11,-0.36,-0.69,10.11,-0.36,-0.69,10.11,-0.36,3437.4,8619.26,0.76,294.7,184,12,27.76,0.37,-10.06,-0.33,0,-0.01,0,46.35,-32.85,-19.95
393627,25.8,998.59,122.76,329.87,-3.75,-92.12,-0.69,10.08,-0.35,-0.69,10.08,-0.35,-0.69,10.08,-0.35,3437.4,8619.26,0.76,294.7,184,12,27.52,0.39,-9.99,-0.42,0,0,0,46.35,-32.85,-19.95
393668,25.8,998.6,122.71,329.87,-3.75,-92.12,-0.7,10.09,-0.37,-0.7,10.09,-0.37,-0.7,10.09,-0.37,3437.4,8619.26,0.76,294.7,184,12,27.61,0.44,-10.02,-0.32,-0.01,0.01,0.01,44.85,-32.85,-19.5
393718,25.8,998.59,122.74,329.87,-3.75,-92.12,-0.71,10.09,-0.38,-0.71,10.09,-0.38,-0.71,10.09,-0.38,3437.4,8619.26,0.76,294.7,184,12,27.57,0.37,-10.05,-0.4,0,0,0.01,44.85,-32.85,-19.5
393759,25.8,998.59,122.74,329.87,-3.75,-92.12,-0.71,10.08,-0.38,-0.71,10.08,-0.38,-0.71,10.08,-0.38,3437.4,8619.26,0.76,294.7,184,12,27.85,0.42,-10.01,-0.35,0,0,0.01,45,-30.9,-19.05
393806,25.8,998.59,122.75,329.87,-3.75,-92.12,-0.72,10.1,-0.37,-0.72,10.1,-0.37,-0.72,10.08,-0.35,3437.4,8619.26,0.76,294.7,184,12,27.61,0.43,-10.01,-0.35,0,0,0.01,45,-30.9,-19.05
393848,25.8,998.59,122.77,329.87,-3.75,-92.12,-0.68,10.11,-0.38,-0.68,10.11,-0.38,-0.68,10.11,-0.38,3437.4,8619.26,0.76,294.7,184,12,27.61,0.45,-10.02,-0.36,-0.01,0,0.01,45,-30.9,-19.05
393898,25.8,998.59,122.75,329.87,-3.75,-92.12,-0.72,10.12,-0.35,-0.72,10.12,-0.35,-0.72,10.12,-0.35,3437.4,8619.26,0.76,294.7,184,12,27.95,0.46,-10,-0.31,0,0,0,46.35,-32.85,-19.2
393939,25.8,998.59,122.8,329.87,-3.75,-92.12,-0.68,10.11,-0.37,-0.68,10.11,-0.37,-0.68,10.11,-0.37,3437.4,8619.26,0.76,294.7,184,12,27.61,0.43,-10,-0.34,0,0,0,46.35,-32.85,-19.2
393986,25.8,998.58,122.84,329.87,-3.75,-92.12,-0.68,10.1,-0.37,-0.68,10.1,-0.37,-0.68,10.1,-0.37,3437.4,8619.26,0.76,294.7,184,12,27.57,0.37,-10.01,-0.36,0,-0.01,0.01,44.85,-32.1,-19.95
394028,25.8,998.59,122.77,329.87,-3.75,-92.12,-0.69,10.1,-0.39,-0.69,10.1,-0.39,-0.69,10.1,-0.39,3437.4,8619.26,0.76,294.7,184,12,27.76,0.36,-10.03,-0.36,0,0,0,44.85,-32.1,-19.95
394078,25.8,998.59,122.79,329.87,-3.75,-92.12,-0.71,10.1,-0.38,-0.7,10.1,-0.39,-0.7,10.1,-0.39,3437.4,8619.26,0.76,294.7,184,12,27.85,0.45,-10.04,-0.34,-0.01,0,0.01,45.9,-32.55,-18.9
394120,25.8,998.59,122.81,329.87,-3.75,-92.12,-0.69,10.11,-0.37,-0.69,10.11,-0.37,-0.69,10.11,-0.37,3437.4,8619.26,0.76,294.7,184,12,27.57,0.42,-9.98,-0.35,0,0,0,45.9,-32.55,-18.9
394160,25.8,998.59,122.79,329.87,-3.75,-92.12,-0.71,10.1,-0.35,-0.71,10.1,-0.35,-0.71,10.1,-0.35,3437.4,8619.26,0.76,294.7,184,12,27.61,0.38,-9.96,-0.38,0,0,0,45.75,-32.7,-20.1
394208,25.8,998.59,122.75,329.87,-3.75,-92.12,-0.7,10.09,-0.37,-0.7,10.09,-0.37,-0.68,10.11,-0.36,3437.4,8619.26,0.76,294.7,184,12,27.61,0.36,-10,-0.33,0,0,0,45.75,-32.7,-20.1
394258,25.8,998.6,122.69,329.87,-3.75,-92.12,-0.68,10.08,-0.35,-0.68,10.08,-0.35,-0.7,10.09,-0.35,3437.4,8619.26,0.76,294.7,184,12,27.57,0.41,-9.94,-0.38,0,-0.01,0,45.75,-32.7,-20.1
394309,25.8,998.59,122.78,329.87,-3.75,-92.12,-0.69,10.09,-0.4,-0.68,10.09,-0.38,-0.68,10.09,-0.38,3437.4,8619.26,0.76,294.7,184,12,27.76,0.38,-9.99,-0.34,-0.01,0,0,45.75,-32.4,-19.8
394350,25.8,998.58,122.84,329.87,-3.75,-92.12,-0.71,10.09,-0.39,-0.71,10.09,-0.39,-0.71,10.09,-0.39,3437.4,8619.26,0.76,294.7,184,12,27.76,0.44,-10.07,-0.39,0,0,0,45.75,-32.4,-19.8
394395,25.8,998.59,122.78,329.87,-3.75,-92.12,-0.7,10.1,-0.36,-0.7,10.1,-0.36,-0.7,10.1,-0.36,3437.4,8619.26,0.76,294.7,184,12,27.57,0.37,-10.04,-0.36,-0.01,0,0.01,45.6,-31.8,-18.9
394439,25.8,998.58,122.84,329.87,-3.75,-92.12,-0.71,10.09,-0.39,-0.72,10.09,-0.38,-0.72,10.09,-0.38,3437.4,8619.26,0.76,294.7,184,12,27.71,0.45,-10.03,-0.36,0,0,0.01,45.6,-31.8,-18.9
394489,25.8,998.59,122.8,329.87,-3.75,-92.12,-0.7,10.09,-0.37,-0.7,10.1,-0.38,-0.7,10.1,-0.38,3437.4,8619.26,0.76,294.7,184,12,27.61,0.45,-9.98,-0.35,0,0,0.01,45.9,-33.3,-20.7
394530,25.8,998.59,122.75,329.87,-3.75,-92.12,-0.73,10.11,-0.37,-0.73,10.11,-0.37,-0.73,10.11,-0.37,3437.4,8619.26,0.76,294.7,184,12,27.85,0.45,-10.01,-0.3,0,0,0,45.9,-33.3,-20.7
394576,25.79,998.59,122.78,329.87,-3.75,-92.12,-0.69,10.11,-0.37,-0.69,10.11,-0.37,-0.69,10.11,-0.37,3437.4,8619.26,0.76,294.7,184,12,27.71,0.45,-9.99,-0.34,0,0,0,46.35,-32.1,-19.5
394619,25.8,998.59,122.77,329.87,-3.75,-92.12,-0.7,10.09,-0.39,-0.7,10.09,-0.36,-0.7,10.09,-0.36,3437.4,8619.26,0.76,294.7,184,12,27.52,0.41,-9.97,-0.38,0,-0.01,0.01,46.35,-32.1,-19.5
394661,25.8,998.6,122.66,329.87,-3.75,-92.12,-0.69,10.08,-0.39,-0.69,10.08,-0.39,-0.69,10.08,-0.39,3437.4,8619.26,0.76,294.7,184,12,27.57,0.39,-9.97,-0.32,-0.01,0,0,45.45,-32.4,-20.1
394710,25.8,998.6,122.67,329.87,-3.75,-92.12,-0.69,10.08,-0.38,-0.69,10.08,-0.38,-0.69,10.08,-0.38,3437.4,8619.26,0.76,294.7,184,12,27.61,0.4,-10.01,-0.34,0,0,0.01,45.45,-32.4,-20.1
394752,25.8,998.61,122.63,329.87,-3.75,-92.12,-0.72,10.08,-0.37,-0.72,10.08,-0.37,-0.72,10.08,-0.37,3437.4,8619.26,0.76,294.7,184,12,27.57,0.47,-9.98,-0.31,0,0,0.01,45.45,-32.4,-20.1
394802,25.8,998.59,122.74,329.87,-3.75,-92.12,-0.72,10.08,-0.39,-0.72,10.08,-0.39,-0.72,10.08,-0.39,3437.4,8619.26,0.76,294.7,184,12,27.71,0.37,-9.99,-0.34,0,0,0,46.35,-30.6,-20.25
394842,25.8,998.59,122.81,329.87,-3.75,-92.12,-0.72,10.1,-0.39,-0.72,10.1,-0.39,-0.72,10.1,-0.39,3437.4,8619.26,0.76,294.7,184,12,27.57,0.44,-10.03,-0.33,0,0,0,46.35,-30.6,-20.25
394891,25.8,998.58,122.82,329.87,-3.75,-92.12,-0.69,10.1,-0.4,-0.69,10.1,-0.4,-0.69,10.1,-0.4,3437.4,8619.26,0.76,294.7,184,12,27.71,0.45,-9.98,-0.33,-0.01,0,0.01,46.35,-32.85,-19.5
394933,25.8,998.59,122.81,329.87,-3.75,-92.12,-0.7,10.09,-0.4,-0.7,10.09,-0.4,-0.7,10.09,-0.4,3437.4,8619.26,0.76,294.7,184,12,27.76,0.36,-10.04,-0.34,0,0,0.01,46.35,-32.85,-19.5
394979,25.8,998.58,122.82,329.87,-3.75,-92.12,-0.68,10.1,-0.36,-0.68,10.1,-0.36,-0.68,10.08,-0.39,3437.4,8619.26,0.76,294.7,184,12,27.52,0.41,-10.03,-0.37,0,0.01,0.01,46.35,-32.85,-19.5
395021,25.8,998.58,122.82,329.87,-3.75,-92.12,-0.68,10.1,-0.39,-0.68,10.1,-0.39,-0.68,10.1,-0.39,3437.4,8619.26,0.76,294.7,184,12,27.76,0.41,-9.98,-0.38,0,0,0,46.35,-32.85,-19.5
395063,25.8,998.58,122.83,329.87,-3.75,-92.12,-0.69,10.09,-0.39,-0.69,10.09,-0.39,-0.69,10.09,-0.39,3437.4,8619.26,0.76,294.7,184,12,27.52,0.42,-9.98,-0.36,-0.01,0,0,46.35,-32.85,-19.5
395112,25.8,998.58,122.83,329.87,-3.75,-92.12,-0.7,10.09,-0.37,-0.7,10.09,-0.37,-0.7,10.09,-0.37,3437.4,8619.26,0.76,294.7,184,12,27.76,0.38,-10.01,-0.34,0,-0.01,0.01,46.35,-32.85,-19.5
395153,25.8,998.59,122.79,329.87,-3.75,-92.12,-0.7,10.1,-0.36,-0.7,10.1,-0.36,-0.7,10.1,-0.36,3437.4,8619.26,0.76,294.7,184,12,27.61,0.46,-10.01,-0.33,-0.01,0,0.01,46.35,-32.85,-19.5
395199,25.8,998.58,122.83,329.87,-3.75,-92.12,-0.71,10.08,-0.39,-0.71,10.08,-0.39,-0.71,10.08,-0.39,3437.4,8619.26,0.76,294.7,184,12,27.57,0.45,-10,-0.38,-0.01,0,0,46.35,-32.85,-19.5
395242,25.8,998.58,122.85,329.87,-3.75,-92.12,-0.71,10.08,-0.4,-0.71,10.08,-0.4,-0.71,10.08,-0.4,3437.4,8619.26,0.76,294.7,184,12,27.85,0.41,-10,-0.39,0,0,0.01,46.35,-32.85,-19.5
395292,25.8,998.58,122.86,329.87,-3.75,-92.12,-0.68,10.11,-0.36,-0.68,10.1,-0.41,-0.68,10.1,-0.41,3437.4,8619.26,0.76,294.7,184,12,27.42,0.42,-10,-0.34,-0.01,0,0,46.35,-32.85,-19.5
395333,25.8,998.58,122.87,329.87,-3.75,-92.12,-0.7,10.1,-0.37,-0.7,10.1,-0.37,-0.7,10.1,-0.37,3437.4,8619.26,0.76,294.7,184,12,27.76,0.39,-10.02,-0.4,0,0,0.01,46.35,-32.85,-19.5
395379,25.8,998.58,122.89,329.87,-3.75,-92.12,-0.67,10.08,-0.38,-0.67,10.08,-0.38,-0.67,10.08,-0.38,3437.4,8619.26,0.76,294.7,184,12,27.85,0.42,-9.97,-0.36,-0.01,0,0.01,46.35,-32.85,-19.5
395422,25.8,998.58,122.9,329.87,-3.75,-92.12,-0.68,10.1,-0.33,-0.68,10.1,-0.39,-0.68,10.1,-0.39,3437.4,8619.26,0.76,294.7,184,12,27.61,0.44,-10.04,-0.28,0,0,0,46.35,-32.85,-19.5
395471,25.8,998.58,122.85,329.87,-3.75,-92.12,-0.7,10.1,-0.37,-0.69,10.1,-0.35,-0.69,10.1,-0.35,3437.4,8619.26,0.76,294.7,184,12,27.71,0.43,-9.99,-0.35,0,0,0,46.35,-32.85,-19.5
395513,25.8,998.58,122.85,329.87,-3.75,-92.12,-0.7,10.09,-0.34,-0.7,10.09,-0.34,-0.7,10.09,-0.34,3437.4,8619.26,0.76,294.7,184,12,27.71,0.4,-10.04,-0.39,-0.01,0,0,46.35,-32.85,-19.5
