time [ms], BMP temp [degC], BMP pres [mbar], BMP alt [m], BNO x [deg], BNO y [deg], BNO z [deg], BNO xa [m/s^2], BNO ya [], BNO za [], BNO xg [rad/s], BNO yg [], BNO zg [], BNO xm [uT], BNO ym [], BNO zm [], GPS lat [deg.min], GPS lon [deg.min], GPS speed [m/s], GPS angle [deg], GPS alt [m], GPS sat [#], ICM temp [degC], ICM accel x [m/s^2], ICM accel y [m/s^2], ICM accel z [m/s^2], ICM gyro x [rad/s], ICM gyro y [rad/s], ICM gyro z [rad/s], ICM mag x [], ICM mag y [], ICM mag z []
784080, 9.61, 990.19, 193.82, 240.62, -65.00, 13.19, -8.87, -0.95, 4.04, -8.87, -0.95, 4.04, -8.87, -0.95, 4.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.04, 8.95, -0.44, 3.87, 0.01, 0.01, -0.00, -72.45, 2.10, -48.45
784134, 9.61, 990.18, 193.85, 240.62, -65.00, 13.19, -8.88, -0.95, 4.02, -8.88, -0.95, 4.02, -8.88, -0.95, 4.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 9.01, -0.45, 3.91, 0.01, 0.01, 0.00, -72.45, 2.10, -48.45
784179, 9.61, 990.18, 193.86, 240.62, -65.00, 13.19, -8.86, -0.95, 4.04, -8.86, -0.96, 4.03, -8.86, -0.96, 4.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.80, 8.95, -0.45, 3.89, 0.00, 0.01, -0.00, -72.00, 2.70, -49.35
784229, 9.61, 990.18, 193.87, 240.62, -65.00, 13.19, -8.86, -0.95, 4.03, -8.86, -0.95, 4.04, -8.86, -0.95, 4.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.85, 9.00, -0.46, 3.90, 0.01, 0.00, -0.00, -72.00, 2.70, -49.35
784272, 9.61, 990.18, 193.90, 240.62, -65.00, 13.19, -8.86, -0.94, 4.02, -8.86, -0.94, 4.02, -8.86, -0.94, 4.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.52, 9.01, -0.45, 3.88, 0.01, 0.01, 0.00, -71.25, 3.45, -49.35
784322, 9.61, 990.18, 193.88, 240.62, -65.00, 13.19, -8.85, -0.96, 4.03, -8.85, -0.96, 4.03, -8.85, -0.96, 4.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.85, 9.00, -0.38, 3.92, 0.01, 0.00, 0.01, -71.25, 3.45, -49.35
784368, 9.61, 990.18, 193.89, 240.62, -65.00, 13.19, -8.87, -0.95, 4.03, -8.87, -0.95, 4.03, -8.87, -0.95, 4.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.71, 8.97, -0.36, 3.97, 0.01, 0.01, -0.00, -71.25, 3.45, -49.35
784421, 9.61, 990.18, 193.90, 240.62, -65.00, 13.19, -8.85, -0.94, 4.00, -8.85, -0.94, 4.00, -8.85, -0.94, 4.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.66, 9.00, -0.47, 3.93, 0.01, 0.01, 0.00, -71.25, 3.45, -49.35
784466, 9.61, 990.17, 193.92, 240.62, -65.00, 13.19, -8.86, -0.96, 4.03, -8.86, -0.96, 4.03, -8.86, -0.96, 4.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.99, 8.96, -0.41, 3.88, 0.01, 0.01, 0.00, -71.25, 3.45, -49.35
784512, 9.61, 990.18, 193.89, 240.62, -65.00, 13.19, -8.87, -0.97, 4.05, -8.87, -0.97, 4.05, -8.87, -0.97, 4.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 8.98, -0.43, 3.90, 0.01, 0.01, -0.00, -70.65, 2.85, -48.00
784563, 9.61, 990.18, 193.90, 240.62, -65.00, 13.19, -8.86, -0.94, 4.02, -8.86, -0.94, 4.02, -8.86, -0.94, 4.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 9.01, -0.44, 3.90, 0.01, 0.01, 0.00, -70.65, 2.85, -48.00
784610, 9.61, 990.18, 193.91, 240.62, -65.00, 13.19, -8.83, -0.95, 4.02, -8.83, -0.95, 4.02, -8.83, -0.95, 4.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.80, 9.03, -0.36, 3.88, 0.01, 0.00, -0.00, -71.25, 2.70, -47.85
784655, 9.61, 990.18, 193.91, 240.62, -65.00, 13.19, -8.86, -0.95, 4.01, -8.86, -0.95, 4.01, -8.86, -0.95, 4.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.85, 9.02, -0.39, 3.94, 0.01, 0.00, -0.00, -71.25, 2.70, -47.85
784699, 9.61, 990.18, 193.91, 240.62, -65.00, 13.19, -8.84, -0.96, 4.04, -8.84, -0.96, 4.04, -8.84, -0.96, 4.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.85, 8.94, -0.40, 3.85, 0.00, 0.01, -0.00, -71.40, 3.60, -49.50
784743, 9.61, 990.17, 193.91, 240.62, -65.00, 13.19, -8.85, -0.96, 4.04, -8.85, -0.96, 4.04, -8.85, -0.96, 4.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 9.00, -0.39, 3.89, 0.01, 0.00, 0.00, -71.40, 3.60, -49.50
784795, 9.61, 990.17, 193.93, 240.62, -65.00, 13.19, -8.87, -0.94, 4.02, -8.87, -0.94, 4.02, -8.87, -0.94, 4.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 8.98, -0.40, 3.91, 0.01, 0.01, -0.00, -70.65, 2.55, -48.00
784840, 9.61, 990.17, 193.95, 240.62, -65.00, 13.19, -8.86, -0.95, 4.02, -8.86, -0.95, 4.02, -8.86, -0.95, 4.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.80, 9.04, -0.42, 3.89, 0.01, 0.01, -0.00, -70.65, 2.55, -48.00
784888, 9.61, 990.18, 193.90, 240.62, -65.00, 13.19, -8.85, -0.94, 4.01, -8.85, -0.94, 4.01, -8.85, -0.94, 4.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.04, 9.00, -0.42, 3.92, 0.01, 0.00, -0.00, -71.10, 4.35, -48.45
784934, 9.61, 990.18, 193.87, 240.62, -65.00, 13.19, -8.86, -0.96, 4.04, -8.86, -0.95, 4.02, -8.86, -0.95, 4.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.19, 8.99, -0.42, 3.89, 0.01, 0.00, 0.00, -71.10, 4.35, -48.45
784985, 9.61, 990.18, 193.87, 240.62, -65.00, 13.19, -8.87, -0.95, 4.02, -8.87, -0.95, 4.02, -8.87, -0.95, 4.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.99, 8.95, -0.46, 3.91, 0.01, 0.01, -0.00, -70.65, 1.80, -48.45
785029, 9.61, 990.17, 193.94, 240.62, -65.00, 13.19, -8.86, -0.94, 4.00, -8.86, -0.94, 4.00, -8.86, -0.94, 4.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.71, 9.07, -0.42, 3.88, 0.01, 0.01, 0.00, -70.65, 1.80, -48.45
785075, 9.61, 990.17, 193.91, 240.62, -65.00, 13.19, -8.87, -0.96, 4.01, -8.87, -0.96, 4.01, -8.87, -0.96, 4.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 9.01, -0.40, 3.88, 0.01, 0.00, 0.00, -72.15, 3.30, -48.75
785123, 9.61, 990.17, 193.94, 240.62, -65.00, 13.19, -8.88, -0.93, 4.04, -8.88, -0.93, 4.04, -8.88, -0.93, 4.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 8.96, -0.33, 3.89, 0.01, 0.01, -0.00, -72.15, 3.30, -48.75
785167, 9.61, 990.16, 194.01, 240.62, -65.00, 13.19, -8.85, -0.97, 4.02, -8.85, -0.97, 4.02, -8.85, -0.97, 4.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.85, 9.03, -0.49, 3.91, 0.01, 0.01, -0.00, -72.15, 3.30, -48.75
785225, 9.61, 990.16, 194.05, 240.62, -65.00, 13.19, -8.88, -0.97, 4.03, -8.88, -0.97, 4.03, -8.86, -0.94, 4.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.99, 8.97, -0.41, 3.86, 0.00, 0.01, 0.01, -72.15, 3.30, -48.75
785270, 9.61, 990.16, 194.05, 240.62, -65.00, 13.19, -8.88, -0.93, 4.02, -8.88, -0.93, 4.02, -8.88, -0.93, 4.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 9.05, -0.41, 3.93, 0.01, 0.01, 0.00, -69.90, 3.30, -47.70
785316, 9.61, 990.16, 194.05, 240.62, -65.00, 13.19, -8.87, -0.94, 4.04, -8.85, -0.94, 4.04, -8.85, -0.94, 4.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.52, 9.03, -0.44, 3.92, 0.01, -0.00, 0.00, -69.90, 3.30, -47.70
785366, 9.61, 990.17, 193.99, 240.62, -65.00, 13.19, -8.85, -0.94, 4.07, -8.85, -0.94, 4.07, -8.86, -0.95, 4.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.80, 9.02, -0.43, 3.89, 0.01, 0.01, 0.00, -69.90, 3.30, -47.70
785409, 9.61, 990.16, 194.01, 240.62, -65.00, 13.19, -8.88, -0.95, 4.03, -8.88, -0.95, 4.03, -8.88, -0.95, 4.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.52, 9.01, -0.38, 3.87, 0.01, 0.00, 0.00, -70.80, 4.65, -47.85
785467, 9.61, 990.16, 194.04, 240.62, -65.00, 13.19, -8.87, -0.94, 4.02, -8.87, -0.94, 4.02, -8.88, -0.95, 4.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 9.05, -0.39, 3.87, 0.01, 0.01, -0.00, -70.80, 4.65, -47.85
785510, 9.61, 990.15, 194.09, 240.62, -65.00, 13.19, -8.85, -0.95, 4.04, -8.85, -0.95, 4.04, -8.85, -0.95, 4.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.66, 8.98, -0.43, 3.91, 0.01, 0.01, 0.00, -70.80, 4.65, -47.85
785558, 9.60, 990.15, 194.09, 240.62, -65.00, 13.19, -8.86, -0.96, 4.03, -8.86, -0.96, 4.03, -8.86, -0.93, 4.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.80, 9.03, -0.41, 3.86, 0.01, 0.01, -0.00, -70.80, 4.65, -47.85
785600, 9.61, 990.15, 194.11, 240.62, -65.00, 13.19, -8.88, -0.94, 4.02, -8.88, -0.94, 4.02, -8.88, -0.94, 4.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.85, 8.97, -0.43, 3.91, 0.01, 0.01, -0.00, -70.80, 3.15, -48.90
785648, 9.61, 990.16, 194.07, 240.62, -65.00, 13.19, -8.85, -0.95, 4.02, -8.85, -0.95, 4.02, -8.84, -0.93, 4.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.52, 9.04, -0.42, 3.88, 0.01, 0.01, -0.00, -70.80, 3.15, -48.90
785700, 9.61, 990.15, 194.11, 240.62, -65.00, 13.19, -8.86, -0.93, 4.05, -8.86, -0.93, 4.05, -8.86, -0.93, 4.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.80, 8.96, -0.44, 3.86, 0.00, 0.00, 0.00, -70.80, 3.90, -48.60
785809, 9.61, 990.15, 194.12, 240.62, -65.00, 13.19, -8.87, -0.95, 4.04, -8.87, -0.95, 4.04, -8.86, -0.94, 4.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.80, 8.98, -0.40, 3.88, 0.01, 0.01, 0.00, -71.25, 4.95, -48.90
785853, 9.60, 990.16, 194.07, 240.62, -65.00, 13.19, -8.87, -0.96, 4.02, -8.87, -0.96, 4.02, -8.87, -0.96, 4.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 8.97, -0.41, 3.88, 0.01, 0.01, -0.00, -71.25, 4.95, -48.90
785900, 9.59, 990.16, 194.04, 240.62, -65.00, 13.19, -8.87, -0.93, 4.03, -8.87, -0.93, 4.03, -8.85, -0.94, 4.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.66, 8.96, -0.36, 3.89, 0.01, 0.01, 0.00, -71.10, 4.05, -49.05
785943, 9.59, 990.15, 194.09, 240.62, -65.00, 13.19, -8.87, -0.95, 4.00, -8.87, -0.95, 4.00, -8.87, -0.95, 4.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 9.02, -0.44, 3.85, 0.01, 0.00, -0.00, -71.10, 4.05, -49.05
786002, 9.59, 990.16, 194.07, 240.62, -65.00, 13.19, -8.85, -0.96, 4.01, -8.85, -0.96, 4.01, -8.85, -0.96, 4.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.71, 9.04, -0.44, 3.89, 0.01, 0.01, 0.00, -70.50, 3.45, -49.65
786049, 9.59, 990.15, 194.08, 240.62, -65.00, 13.19, -8.87, -0.96, 4.02, -8.87, -0.96, 4.02, -8.87, -0.96, 4.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.99, 9.01, -0.44, 3.86, 0.00, 0.01, -0.00, -70.50, 3.45, -49.65
786094, 9.59, 990.17, 193.98, 240.62, -65.00, 13.19, -8.86, -0.94, 4.02, -8.86, -0.94, 4.02, -8.86, -0.94, 4.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.66, 9.02, -0.45, 3.92, 0.01, 0.01, 0.00, -72.00, 3.45, -49.95
786141, 9.59, 990.17, 193.99, 240.62, -65.00, 13.19, -8.86, -0.93, 4.00, -8.86, -0.93, 4.00, -8.87, -0.95, 4.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.09, 9.03, -0.46, 3.93, 0.01, 0.01, 0.00, -72.00, 3.45, -49.95
786193, 9.60, 990.16, 194.04, 240.62, -65.00, 13.19, -8.86, -0.95, 4.02, -8.86, -0.95, 4.02, -8.86, -0.95, 4.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.99, 8.98, -0.45, 3.92, 0.01, 0.01, -0.00, -72.15, 3.30, -48.75
786241, 9.60, 990.16, 194.03, 240.62, -65.00, 13.19, -8.85, -0.95, 4.01, -8.85, -0.95, 4.01, -8.85, -0.95, 4.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.99, 8.95, -0.42, 3.92, 0.01, 0.01, 0.00, -72.15, 3.30, -48.75
786284, 9.60, 990.16, 194.02, 240.62, -65.00, 13.19, -8.87, -0.97, 4.03, -8.87, -0.97, 4.03, -8.87, -0.97, 4.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.52, 8.98, -0.44, 3.90, 0.01, 0.01, 0.00, -72.15, 3.30, -48.75
786333, 9.60, 990.16, 194.00, 240.62, -65.00, 13.19, -8.86, -0.91, 4.01, -8.87, -0.97, 4.02, -8.87, -0.97, 4.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 9.02, -0.43, 3.88, 0.01, 0.01, -0.00, -72.15, 3.30, -48.75
786377, 9.60, 990.16, 194.00, 240.62, -65.00, 13.19, -8.86, -0.94, 4.04, -8.86, -0.94, 4.04, -8.86, -0.94, 4.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 9.04, -0.43, 3.89, 0.01, 0.00, 0.00, -71.10, 3.30, -48.45
786427, 9.60, 990.16, 194.02, 240.62, -65.00, 13.19, -8.88, -0.95, 4.03, -8.88, -0.95, 4.03, -8.88, -0.95, 4.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 9.00, -0.41, 3.88, 0.00, 0.01, 0.00, -71.10, 3.30, -48.45
786473, 9.60, 990.16, 194.04, 240.62, -65.00, 13.19, -8.86, -0.95, 4.04, -8.86, -0.95, 4.04, -8.86, -0.95, 4.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.04, 9.01, -0.50, 3.94, 0.01, 0.01, -0.00, -71.25, 3.45, -48.30
786517, 9.60, 990.16, 194.07, 240.62, -65.00, 13.19, -8.86, -0.95, 4.01, -8.86, -0.95, 4.01, -8.86, -0.95, 4.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 8.98, -0.37, 3.90, 0.00, 0.01, -0.00, -71.25, 3.45, -48.30
786562, 9.60, 990.15, 194.16, 240.62, -65.00, 13.19, -8.87, -0.95, 4.05, -8.87, -0.95, 4.05, -8.87, -0.95, 4.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.80, 9.00, -0.42, 3.88, 0.01, 0.01, 0.00, -71.25, 3.45, -48.30
786607, 9.60, 990.15, 194.16, 240.62, -65.00, 13.19, -8.87, -0.95, 4.05, -8.87, -0.95, 4.05, -8.87, -0.95, 4.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.09, 8.98, -0.44, 3.85, 0.01, 0.01, -0.00, -71.25, 3.45, -48.30
786657, 9.61, 990.15, 194.14, 240.62, -65.00, 13.19, -8.86, -0.94, 4.04, -8.86, -0.94, 4.04, -8.86, -0.94, 4.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.80, 9.02, -0.49, 3.88, 0.01, 0.01, 0.00, -71.25, 3.45, -48.30
786705, 9.61, 990.15, 194.09, 240.62, -65.00, 13.19, -8.86, -0.97, 4.03, -8.86, -0.97, 4.03, -8.86, -0.94, 4.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.80, 8.99, -0.42, 3.90, 0.01, 0.00, -0.00, -70.80, 3.90, -49.35
786751, 9.61, 990.15, 194.08, 240.62, -65.00, 13.19, -8.84, -0.94, 4.01, -8.84, -0.94, 4.01, -8.84, -0.94, 4.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.80, 8.97, -0.44, 3.87, 0.01, 0.00, -0.00, -70.80, 3.90, -49.35
786797, 9.61, 990.17, 193.99, 240.62, -65.00, 13.19, -8.86, -0.94, 4.02, -8.87, -0.94, 4.02, -8.87, -0.94, 4.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.71, 8.99, -0.41, 3.87, 0.00, 0.01, -0.00, -71.55, 3.45, -48.60
786840, 9.61, 990.16, 194.02, 240.62, -65.00, 13.19, -8.87, -0.94, 4.02, -8.87, -0.94, 4.02, -8.87, -0.94, 4.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.85, 8.97, -0.44, 3.91, 0.01, 0.01, 0.00, -71.55, 3.45, -48.60
786892, 9.61, 990.16, 194.03, 240.62, -65.00, 13.19, -8.85, -0.96, 4.00, -8.85, -0.96, 4.00, -8.85, -0.96, 4.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 8.99, -0.43, 3.87, 0.01, 0.01, -0.00, -71.55, 3.45, -48.60
786937, 9.61, 990.16, 194.00, 240.62, -65.00, 13.19, -8.86, -0.95, 4.01, -8.85, -0.96, 4.02, -8.85, -0.96, 4.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.04, 9.02, -0.45, 3.94, 0.01, 0.00, 0.01, -71.55, 3.45, -48.60
786987, 9.61, 990.16, 194.06, 240.62, -65.00, 13.19, -8.87, -0.95, 4.05, -8.87, -0.95, 4.05, -8.86, -0.94, 4.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.04, 9.01, -0.43, 3.95, 0.01, 0.01, 0.00, -71.70, 2.85, -48.00
787030, 9.61, 990.16, 194.06, 240.62, -65.00, 13.19, -8.88, -0.93, 4.02, -8.88, -0.93, 4.02, -8.88, -0.93, 4.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.04, 8.99, -0.43, 3.89, 0.00, 0.00, -0.00, -71.70, 2.85, -48.00
787077, 9.61, 990.16, 194.02, 240.62, -65.00, 13.19, -8.87, -0.94, 4.03, -8.87, -0.94, 4.03, -8.87, -0.94, 4.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 9.01, -0.42, 3.93, 0.00, 0.00, -0.00, -71.70, 2.10, -47.70
787139, 9.61, 990.17, 193.99, 240.62, -65.00, 13.19, -8.87, -0.93, 4.01, -8.85, -0.95, 4.00, -8.85, -0.95, 4.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.66, 9.00, -0.44, 3.89, 0.01, 0.01, -0.01, -71.70, 2.10, -47.70
787185, 9.60, 990.17, 193.99, 240.62, -65.00, 13.19, -8.86, -0.95, 4.03, -8.86, -0.95, 4.03, -8.86, -0.95, 4.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 9.05, -0.45, 3.94, 0.01, 0.01, -0.00, -71.70, 2.85, -48.45
787231, 9.60, 990.16, 194.00, 240.62, -65.00, 13.19, -8.86, -0.97, 4.04, -8.86, -0.97, 4.04, -8.86, -0.97, 4.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.80, 9.01, -0.43, 3.89, 0.01, 0.00, -0.00, -71.70, 2.85, -48.45
787277, 9.60, 990.16, 194.02, 240.62, -65.00, 13.19, -8.86, -0.94, 4.04, -8.86, -0.94, 4.04, -8.86, -0.94, 4.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 9.03, -0.47, 3.93, 0.01, 0.01, -0.00, -71.25, 3.45, -47.85
787330, 9.60, 990.16, 194.03, 240.62, -65.00, 13.19, -8.85, -0.96, 4.03, -8.85, -0.95, 4.03, -8.85, -0.95, 4.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 8.97, -0.50, 3.93, 0.01, 0.01, 0.00, -71.25, 3.45, -47.85
787381, 9.60, 990.17, 193.99, 240.62, -65.00, 13.19, -8.86, -0.93, 4.02, -8.86, -0.95, 4.02, -8.86, -0.95, 4.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.99, 8.98, -0.43, 3.91, 0.01, 0.00, 0.00, -71.25, 3.45, -47.85
787424, 9.60, 990.17, 193.95, 240.62, -65.00, 13.19, -8.88, -0.95, 4.03, -8.88, -0.95, 4.03, -8.88, -0.95, 4.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 9.05, -0.45, 3.92, 0.00, 0.01, 0.00, -71.25, 3.45, -47.85
787472, 9.60, 990.17, 193.93, 240.62, -65.00, 13.19, -8.87, -0.96, 4.06, -8.87, -0.96, 4.06, -8.87, -0.96, 4.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.19, 8.99, -0.45, 3.87, 0.01, 0.00, 0.01, -71.25, 1.95, -48.30
787515, 9.60, 990.18, 193.91, 240.62, -65.00, 13.19, -8.86, -0.95, 4.03, -8.86, -0.95, 4.03, -8.86, -0.95, 4.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 8.97, -0.39, 3.90, 0.01, 0.00, 0.00, -71.25, 1.95, -48.30
787565, 9.60, 990.18, 193.87, 240.62, -65.00, 13.19, -8.85, -0.95, 4.03, -8.85, -0.95, 4.03, -8.85, -0.95, 4.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 8.99, -0.45, 3.85, 0.01, 0.00, 0.00, -71.25, 1.95, -48.30
787611, 9.60, 990.18, 193.87, 240.62, -65.00, 13.19, -8.87, -0.97, 4.04, -8.87, -0.97, 4.04, -8.87, -0.93, 4.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 9.02, -0.41, 3.89, 0.01, 0.01, -0.00, -71.25, 3.15, -48.60
787662, 9.60, 990.18, 193.86, 240.62, -65.00, 13.19, -8.86, -0.96, 4.04, -8.87, -0.95, 4.03, -8.87, -0.95, 4.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.99, 8.94, -0.41, 3.92, 0.01, 0.01, -0.00, -71.25, 3.15, -48.60
787710, 9.60, 990.18, 193.83, 240.62, -65.00, 13.19, -8.87, -0.95, 4.01, -8.87, -0.95, 4.01, -8.87, -0.95, 4.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.04, 8.96, -0.41, 3.94, 0.01, 0.01, 0.00, -71.25, 3.15, -48.60
787754, 9.60, 990.19, 193.82, 240.62, -65.00, 13.19, -8.87, -0.95, 4.02, -8.87, -0.95, 4.02, -8.87, -0.95, 4.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.80, 9.01, -0.44, 3.86, 0.01, 0.00, -0.00, -71.25, 3.15, -48.60
787805, 9.60, 990.19, 193.76, 240.62, -65.00, 13.19, -8.87, -0.96, 4.01, -8.87, -0.96, 4.01, -8.87, -0.96, 4.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 8.96, -0.41, 3.90, 0.01, 0.01, 0.00, -71.70, 3.30, -48.45
787852, 9.60, 990.19, 193.82, 240.62, -65.00, 13.19, -8.85, -0.96, 4.03, -8.85, -0.96, 4.03, -8.85, -0.96, 4.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.99, 8.97, -0.38, 3.90, 0.01, 0.01, -0.00, -71.70, 3.30, -48.45
787898, 9.60, 990.18, 193.86, 240.62, -65.00, 13.19, -8.87, -0.95, 4.00, -8.87, -0.95, 4.00, -8.87, -0.95, 4.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 8.96, -0.40, 3.85, 0.01, 0.01, -0.00, -70.80, 4.65, -48.90
787944, 9.60, 990.18, 193.86, 240.62, -65.00, 13.19, -8.86, -0.94, 4.01, -8.86, -0.96, 4.00, -8.86, -0.96, 4.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.85, 8.98, -0.42, 3.91, 0.01, 0.01, 0.00, -70.80, 4.65, -48.90
787987, 9.60, 990.18, 193.87, 240.62, -65.00, 13.19, -8.86, -0.94, 4.06, -8.86, -0.94, 4.06, -8.86, -0.94, 4.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 9.03, -0.39, 3.92, 0.01, 0.00, 0.00, -71.40, 2.55, -48.45
788039, 9.60, 990.18, 193.86, 240.62, -65.00, 13.19, -8.86, -0.95, 4.02, -8.86, -0.95, 4.02, -8.86, -0.95, 4.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 208.04, 9.02, -0.39, 3.89, 0.01, 0.01, -0.00, -71.40, 2.55, -48.45
788084, 9.60, 990.18, 193.90, 240.62, -65.00, 13.19, -8.86, -0.96, 4.02, -8.86, -0.96, 4.02, -8.86, -0.95, 4.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.90, 8.94, -0.43, 3.86, 0.01, 0.00, 0.00, -71.70, 3.60, -49.50
788135, 9.61, 990.17, 193.92, 240.62, -65.00, 13.19, -8.87, -0.95, 4.03, -8.87, -0.95, 4.03, -8.85, -0.96, 4.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.80, 9.02, -0.41, 3.85, 0.01, 0.01, -0.00, -71.70, 3.60, -49.50
788178, 9.61, 990.18, 193.87, 240.62, -65.00, 13.19, -8.87, -0.95, 4.03, -8.87, -0.95, 4.03, -8.87, -0.95, 4.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.66, 8.97, -0.42, 3.92, 0.01, 0.01, 0.00, -72.00, 1.20, -49.65
788221, 9.61, 990.18, 193.84, 240.62, -65.00, 13.19, -8.86, -0.95, 4.03, -8.86, -0.95, 4.03, -8.86, -0.95, 4.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 207.99, 8.95, -0.37, 3.93, 0.01, 0.00, 0.00, -72.00, 1.20, -49.65
