time [ms], BMP temp [degC], BMP pres [], BMP alt [], BNO x [deg], BNO y [deg], BNO z [deg], GPS lat [deg.min], GPS lon [deg.min], GPS speed [m/s], GPS angle [deg], GPS alt [m], ICM temp [degC], ICM accel x [m/s^2], ICM accel y [m/s^2], ICM accel z [m/s^2], ICM gyro x [rad/s], ICM gyro y [rad/s], ICM gyro z [rad/s], ICM mag x [], ICM mag y [], ICM mag z []
77259, 26.20, 998.65, 122.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.00, -3.36, 0.59, 8.12, 0.15, 3.68, -1.61, -30.30, -24.45, 15.45
77301, 26.21, 998.65, 122.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, -4.10, 1.68, 8.15, 1.60, 3.60, -1.42, -30.30, -24.45, 15.45
77341, 26.21, 998.65, 122.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, -6.25, 1.36, 8.87, 1.33, 3.12, -1.37, -30.30, -24.45, 15.45
77381, 26.21, 998.64, 122.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.91, -7.88, 1.51, 7.55, 1.12, 3.00, -1.12, -16.65, -16.95, 19.50
77428, 26.21, 998.64, 122.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.91, -8.35, 1.21, 5.86, 0.92, 2.46, -0.95, -16.65, -16.95, 19.50
77467, 26.21, 998.65, 122.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.91, -8.01, 0.97, 4.18, 0.85, 3.01, -0.52, -3.60, -12.60, 18.00
77508, 26.21, 998.64, 122.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.00, -8.93, 1.08, 3.79, 0.74, 3.55, -0.40, -3.60, -12.60, 18.00
77544, 26.21, 998.64, 122.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, -9.62, 1.10, 3.40, 0.27, 2.80, -0.64, -3.60, -12.60, 18.00
77583, 26.21, 998.63, 122.42, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, -9.98, 0.86, 2.72, 0.54, 2.56, -0.83, -3.60, -12.60, 18.00
77624, 26.21, 998.63, 122.45, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.76, -9.88, 0.53, 0.21, 0.62, 2.80, -0.75, -3.60, -12.60, 18.00
77661, 26.21, 998.63, 122.45, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.29, -10.02, -0.08, -1.03, 0.30, 2.96, -0.52, -3.60, -12.60, 18.00
77705, 26.21, 998.63, 122.45, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.19, -9.74, -0.58, -1.28, -0.42, 2.46, -0.37, -3.60, -12.60, 18.00
77743, 26.21, 998.63, 122.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.91, -9.14, -0.07, -2.91, -0.64, 2.59, -0.11, -3.60, -12.60, 18.00
77779, 26.21, 998.63, 122.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, -9.23, -0.11, -3.58, -0.07, 2.90, 0.15, -3.60, -12.60, 18.00
77817, 26.22, 998.63, 122.43, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, -8.59, -0.04, -4.41, -0.19, 2.61, 0.40, -3.60, -12.60, 18.00
77858, 26.22, 998.64, 122.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.29, -8.36, 0.20, -6.03, -0.96, 2.65, 0.48, 31.50, -12.00, -24.15
77897, 26.22, 998.64, 122.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, -7.44, 0.28, -6.81, -0.79, 2.93, 0.55, 31.50, -12.00, -24.15
77938, 26.22, 998.64, 122.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.81, -5.87, 1.07, -6.91, -0.28, 2.81, 0.63, 31.50, -12.00, -24.15
77984, 26.22, 998.63, 122.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.96, -6.28, 1.03, -8.40, 0.02, 2.76, 0.93, 33.00, -7.95, -41.85
78024, 26.22, 998.64, 122.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.96, -5.29, 1.15, -8.05, -0.17, 2.76, 0.90, 33.00, -7.95, -41.85
78064, 26.22, 998.64, 122.39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.96, -4.24, 1.52, -9.22, -0.03, 2.39, 0.58, 29.70, -5.40, -55.95
78103, 26.22, 998.63, 122.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, -4.76, 2.08, -9.91, 0.59, 2.32, 0.83, 29.70, -5.40, -55.95
78145, 26.22, 998.63, 122.42, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, -2.00, 0.97, -9.52, 0.43, 2.19, 0.97, 29.70, -5.40, -55.95
78186, 26.22, 998.63, 122.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.96, -1.03, 1.14, -10.16, 1.07, 2.33, 1.33, 22.80, -0.90, -66.60
78225, 26.22, 998.63, 122.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.19, -0.34, 0.68, -9.62, 1.21, 2.47, 1.64, 22.80, -0.90, -66.60
78272, 26.22, 998.63, 122.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, 1.53, 0.01, -9.82, 1.29, 2.74, 1.51, 15.75, -0.30, -74.55
78312, 26.22, 998.64, 122.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, 2.93, -0.69, -9.07, 1.97, 2.99, 1.64, 15.75, -0.30, -74.55
78351, 26.21, 998.64, 122.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.81, 3.83, -1.38, -9.28, 2.04, 2.98, 1.83, 15.75, -0.30, -74.55
78393, 26.21, 998.64, 122.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.34, 3.85, -2.40, -9.27, 1.49, 2.62, 1.75, 3.15, -3.30, -82.80
78434, 26.21, 998.64, 122.34, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, 5.14, -2.82, -8.74, 1.82, 2.10, 1.48, 3.15, -3.30, -82.80
78473, 26.21, 998.64, 122.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.96, 5.28, -4.39, -6.78, 1.14, 1.77, 1.53, -5.40, -8.55, -85.50
78514, 26.22, 998.64, 122.34, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, 5.01, -4.35, -6.98, 1.50, 2.91, 2.38, -5.40, -8.55, -85.50
78560, 26.22, 998.64, 122.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.91, 5.80, -5.14, -6.71, 1.33, 2.75, 2.12, -14.25, -13.20, -85.05
78599, 26.21, 998.64, 122.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.91, 6.10, -7.08, -5.10, 1.54, 2.86, 2.01, -14.25, -13.20, -85.05
78640, 26.21, 998.64, 122.34, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, 6.79, -6.85, -3.51, 2.43, 3.54, 2.74, -14.25, -13.20, -85.05
78682, 26.21, 998.64, 122.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, 5.54, -7.19, -2.27, 3.44, 1.83, 2.03, -23.70, -21.60, -81.00
78721, 26.21, 998.64, 122.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, 5.50, -9.86, -0.95, 2.99, 2.32, 1.64, -23.70, -21.60, -81.00
78762, 26.21, 998.64, 122.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.91, 4.82, -8.98, -0.13, -2.30, 2.91, 1.12, -28.65, -29.85, -74.85
78801, 26.21, 998.65, 122.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, 6.81, -5.37, -2.51, -0.14, 1.65, 1.01, -28.65, -29.85, -74.85
78850, 26.21, 998.64, 122.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.19, 1.68, -12.34, 2.63, 1.50, 1.21, 1.59, -28.65, -29.85, -74.85
78892, 26.21, 998.65, 122.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.29, 3.52, -11.51, 1.27, 3.87, 1.63, 3.09, -28.80, -33.15, -72.45
78932, 26.21, 998.65, 122.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, 2.22, -9.28, 1.92, 3.60, 1.60, 2.07, -28.80, -33.15, -72.45
78974, 26.21, 998.64, 122.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, -0.69, -8.37, 5.27, 4.68, 2.09, 1.50, -28.80, -33.15, -72.45
79014, 26.21, 998.64, 122.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.00, 1.47, -9.00, 5.78, 2.75, 1.41, 0.83, -28.80, -33.15, -72.45
79054, 26.21, 998.64, 122.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.91, -0.01, -7.25, 6.79, 1.07, 0.33, -0.18, -28.80, -33.15, -72.45
79094, 26.21, 998.64, 122.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, -2.52, -5.72, 6.48, 0.05, -0.02, -0.45, -28.80, -33.15, -72.45
79141, 26.21, 998.64, 122.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, 0.01, -6.81, 6.49, 0.46, 0.64, 0.06, -28.80, -33.15, -72.45
79180, 26.21, 998.63, 122.42, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, -0.95, -6.57, 7.11, 0.69, 0.95, 0.28, -28.80, -33.15, -72.45
79220, 26.21, 998.64, 122.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, -2.07, -5.68, 7.04, 0.88, 1.45, 0.44, -28.80, -33.15, -72.45
79263, 26.21, 998.64, 122.39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.19, -1.15, -6.42, 7.46, 1.07, 1.59, 0.50, -20.10, -49.50, -30.30
79302, 26.21, 998.64, 122.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.96, -1.70, -5.11, 7.75, 0.26, -0.08, -0.30, -20.10, -49.50, -30.30
79343, 26.21, 998.64, 122.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, -2.89, -5.13, 6.92, -0.13, -0.84, 0.02, -20.10, -49.50, -30.30
79389, 26.21, 998.64, 122.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.91, -1.02, -5.66, 10.71, -0.20, -0.56, 0.59, -19.65, -48.90, -29.10
79428, 26.21, 998.65, 122.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.81, -0.84, -6.00, 7.01, 0.19, -0.30, -0.29, -19.65, -48.90, -29.10
79468, 26.21, 998.64, 122.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, -1.71, -5.32, 8.26, 0.16, 0.44, -0.63, -19.05, -48.30, -29.70
79508, 26.21, 998.65, 122.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, -1.65, -5.97, 8.71, -0.60, -0.96, -1.61, -19.05, -48.30, -29.70
79549, 26.22, 998.64, 122.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, 3.22, -4.30, -4.43, -1.65, -2.49, -1.81, -19.05, -48.30, -29.70
79590, 26.22, 998.64, 122.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.91, 9.47, -3.85, 11.76, 2.36, -1.27, 3.99, -30.90, -43.95, -36.45
79630, 26.22, 998.63, 122.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.34, 0.15, 3.01, 9.12, 0.04, 0.36, 0.84, -30.90, -43.95, -36.45
79677, 26.22, 998.64, 122.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, 0.38, -4.31, 8.61, 0.16, -0.11, 0.72, -22.65, -43.20, -26.85
79717, 26.22, 998.63, 122.43, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, -0.11, -4.28, 9.87, -0.33, -0.55, 0.24, -22.65, -43.20, -26.85
79756, 26.22, 998.62, 122.52, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.00, -1.42, -5.67, 8.74, -0.92, -0.97, -0.46, -22.65, -43.20, -26.85
79798, 26.22, 998.63, 122.48, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, -0.46, -3.65, 9.13, -1.13, -0.57, -1.31, -21.15, -43.50, -26.40
79839, 26.22, 998.63, 122.42, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, 2.18, -5.94, 9.70, -1.68, -1.25, -0.72, -21.15, -43.50, -26.40
79878, 26.22, 998.64, 122.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.81, 2.62, -4.56, 7.55, -3.48, -2.63, -0.29, -23.55, -44.10, -35.55
79919, 26.22, 998.64, 122.39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, 3.05, -6.21, 4.71, -2.59, -1.79, -0.14, -23.55, -44.10, -35.55
79965, 26.22, 998.63, 122.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, 2.19, -5.85, 6.62, -0.42, -1.03, 0.42, -23.55, -44.10, -35.55
80004, 26.22, 998.63, 122.43, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.96, 5.20, -8.05, 7.71, -1.34, -0.72, 0.29, -21.45, -45.15, -41.85
80045, 26.22, 998.63, 122.43, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, 4.07, -7.13, 5.18, -0.60, -0.53, 0.02, -21.45, -45.15, -41.85
80087, 26.22, 998.62, 122.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, 3.39, -7.09, 3.66, -0.46, -0.46, 0.15, -18.45, -44.85, -42.90
80126, 26.22, 998.62, 122.49, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.76, 3.70, -8.13, 5.64, -0.37, -0.69, 0.15, -18.45, -44.85, -42.90
80167, 26.22, 998.62, 122.54, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, 5.37, -9.84, 6.45, -0.05, -0.46, 0.22, -18.45, -44.85, -42.90
80206, 26.22, 998.63, 122.45, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.91, 4.10, -8.57, 4.09, -0.75, -0.69, 0.20, -17.40, -46.35, -43.65
80256, 26.22, 998.63, 122.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, 3.63, -8.19, 4.09, 0.10, -0.36, 0.25, -17.40, -46.35, -43.65
80296, 26.22, 998.62, 122.49, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, 3.57, -7.66, 4.47, -0.07, -0.38, 0.23, -15.15, -46.50, -45.30
80335, 26.22, 998.63, 122.48, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.19, 3.73, -8.25, 5.09, -0.61, -0.59, -0.00, -15.15, -46.50, -45.30
80377, 26.21, 998.63, 122.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.29, 2.09, -8.72, 3.16, 0.62, -0.25, -0.04, -15.30, -46.65, -47.10
80418, 26.21, 998.64, 122.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.29, 4.11, -7.95, 3.82, -0.41, -0.30, -0.09, -15.30, -46.65, -47.10
80457, 26.21, 998.63, 122.42, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, 3.75, -8.44, 3.90, -0.50, -0.29, -0.02, -15.30, -46.65, -47.10
80503, 26.21, 998.63, 122.45, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, 3.86, -8.53, 3.47, -0.60, -0.33, -0.02, -15.30, -46.65, -47.10
80544, 26.21, 998.63, 122.42, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, 3.94, -8.53, 3.19, -0.91, -0.48, -0.03, -15.30, -46.65, -47.10
80583, 26.21, 998.63, 122.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, 3.96, -8.65, 2.73, -1.10, -0.61, -0.02, -15.30, -46.65, -47.10
80623, 26.21, 998.63, 122.43, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, 4.00, -8.80, 2.26, -1.26, -0.67, -0.02, -15.30, -46.65, -47.10
80665, 26.21, 998.63, 122.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, 4.14, -8.84, 1.70, -1.86, -0.88, -0.03, -15.30, -46.65, -47.10
80705, 26.21, 998.63, 122.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.81, 4.63, -8.87, -0.01, -1.45, -0.81, -0.09, -15.30, -46.65, -47.10
80745, 26.21, 998.63, 122.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.96, 2.92, -9.00, 0.23, -1.18, -0.41, 0.10, -15.30, -46.65, -47.10
80792, 26.21, 998.63, 122.47, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.19, 4.00, -9.23, -1.07, -0.80, -0.47, -0.04, -15.30, -46.65, -47.10
80831, 26.21, 998.63, 122.45, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, 4.29, -8.78, -0.04, -0.16, -0.08, -0.01, -15.30, -46.65, -47.10
80871, 26.21, 998.63, 122.47, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, 4.51, -8.69, -0.08, -0.11, -0.05, -0.01, -15.30, -46.65, -47.10
80914, 26.21, 998.63, 122.48, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, 4.15, -9.11, 0.07, -0.17, -0.05, -0.02, -9.45, -39.60, -62.40
80953, 26.21, 998.63, 122.42, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.00, 4.21, -8.97, -0.54, 0.16, 0.01, 0.04, -9.45, -39.60, -62.40
80994, 26.21, 998.63, 122.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.91, 4.20, -8.92, -0.22, -0.13, -0.04, -0.03, -8.70, -38.10, -62.70
81033, 26.21, 998.64, 122.39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.19, 4.23, -8.96, -0.09, -0.03, -0.00, -0.01, -8.70, -38.10, -62.70
81079, 26.21, 998.64, 122.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.96, 4.26, -8.97, -0.36, 0.06, 0.03, 0.01, -8.40, -38.55, -63.15
81120, 26.21, 998.64, 122.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, 4.22, -9.00, -0.16, -0.08, -0.03, -0.01, -8.40, -38.55, -63.15
81159, 26.21, 998.64, 122.39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, 4.21, -8.95, -0.23, -0.01, -0.00, 0.00, -8.40, -38.55, -63.15
81201, 26.21, 998.64, 122.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, 4.21, -9.00, -0.27, -0.06, -0.04, -0.00, -10.20, -37.05, -63.75
81242, 26.21, 998.64, 122.34, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, 4.21, -9.01, -0.34, -0.02, -0.01, 0.00, -10.20, -37.05, -63.75
81281, 26.21, 998.64, 122.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.96, 4.24, -9.00, -0.30, -0.01, -0.01, 0.00, -9.60, -38.25, -62.55
81321, 26.21, 998.64, 122.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, 4.22, -8.95, -0.29, -0.03, -0.02, 0.00, -9.60, -38.25, -62.55
81368, 26.21, 998.65, 122.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, 4.22, -9.01, -0.30, -0.02, -0.01, -0.00, -9.60, -38.25, -62.55
81407, 26.21, 998.65, 122.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, 4.25, -9.01, -0.32, 0.00, 0.00, -0.00, -9.90, -37.05, -63.75
81448, 26.21, 998.65, 122.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, 4.23, -8.97, -0.36, -0.01, -0.00, 0.00, -9.90, -37.05, -63.75
81490, 26.21, 998.64, 122.34, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, 4.23, -9.03, -0.32, -0.00, -0.01, 0.00, -7.50, -38.70, -61.50
81529, 26.21, 998.64, 122.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.00, 4.22, -8.99, -0.32, 0.00, -0.01, -0.00, -7.50, -38.70, -61.50
81570, 26.21, 998.65, 122.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, 4.18, -8.98, -0.35, -0.01, -0.00, -0.00, -7.50, -38.70, -61.50
81619, 26.21, 998.64, 122.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, 4.17, -8.96, -0.36, -0.01, 0.00, 0.00, -10.35, -40.20, -62.85
81658, 26.21, 998.65, 122.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.96, 4.21, -8.94, -0.38, -0.00, 0.00, 0.00, -10.35, -40.20, -62.85
81699, 26.21, 998.64, 122.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.29, 4.22, -8.97, -0.38, -0.02, -0.01, 0.00, -9.30, -38.25, -64.05
81738, 26.21, 998.64, 122.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.96, 4.21, -9.00, -0.39, 0.01, 0.00, 0.01, -9.30, -38.25, -64.05
81780, 26.21, 998.65, 122.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, 4.25, -8.93, -0.38, -0.01, -0.01, 0.00, -10.20, -38.55, -63.45
81821, 26.21, 998.65, 122.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.81, 4.22, -8.97, -0.38, -0.06, -0.03, 0.00, -10.20, -38.55, -63.45
81860, 26.21, 998.65, 122.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, 4.20, -8.91, -0.57, 0.05, 0.02, 0.01, -10.20, -38.55, -63.45
81907, 26.21, 998.65, 122.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.19, 4.28, -8.97, -0.35, 0.01, 0.01, 0.00, -7.20, -39.75, -64.35
81947, 26.21, 998.65, 122.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.10, 4.21, -8.94, -0.40, 0.01, 0.01, 0.00, -7.20, -39.75, -64.35
81986, 26.21, 998.65, 122.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, 4.28, -9.02, -0.39, -0.00, 0.00, 0.00, -9.15, -38.55, -63.15
82026, 26.21, 998.65, 122.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 28.96, 4.28, -8.91, -0.43, -0.00, -0.00, 0.01, -9.15, -38.55, -63.15
82069, 26.21, 998.65, 122.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 29.15, 4.26, -8.93, -0.45, -0.00, -0.00, 0.00, -9.15, -38.55, -63.15
