time [ms], BMP temp [degC], BMP pres [], BMP alt [], BNO x [deg], BNO y [deg], BNO z [deg], GPS lat [deg.min], GPS lon [deg.min], GPS speed [m/s], GPS angle [deg], GPS alt [m], ICM temp [degC], ICM accel x [m/s^2], ICM accel y [m/s^2], ICM accel z [m/s^2], ICM gyro x [rad/s], ICM gyro y [rad/s], ICM gyro z [rad/s], ICM mag x [], ICM mag y [], ICM mag z []
49314, 24.66, 998.66, 122.14, 162.94, -77.37, -124.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.37, -1.63, 9.90, 0.40, 1.60, 0.49, 0.72, -56.10, 48.15, -15.30
49353, 24.66, 998.66, 122.20, 162.19, -76.44, -123.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.46, -0.93, 9.62, -0.13, 1.69, 0.50, 0.51, -56.10, 48.15, -15.30
49391, 24.67, 998.66, 122.19, 161.75, -75.69, -121.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.27, -0.43, 10.51, -0.80, 0.88, 0.32, 0.87, -56.10, 48.15, -15.30
49431, 24.67, 998.66, 122.18, 160.81, -74.87, -119.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, -0.44, 9.75, -0.92, 0.77, 0.08, 1.08, -56.55, 49.50, -20.40
49474, 24.67, 998.66, 122.17, 161.12, -72.31, -123.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, -0.11, 8.89, -1.04, 0.71, 0.19, 1.61, -56.55, 49.50, -20.40
49511, 24.68, 998.67, 122.14, 163.06, -68.69, -128.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.27, 0.29, 10.17, -2.02, 0.80, 0.07, 1.10, -56.55, 49.50, -20.40
49551, 24.68, 998.66, 122.15, 162.37, -67.75, -126.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.46, 1.64, 8.96, -1.20, 1.09, -0.19, 0.31, -56.55, 49.50, -20.40
49598, 24.69, 998.66, 122.18, 161.69, -67.31, -126.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.32, 1.13, 9.16, -2.03, 0.32, 0.06, 0.66, -56.55, 49.50, -20.40
49635, 24.69, 998.66, 122.16, 161.12, -66.69, -124.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, 1.35, 9.94, -2.64, 0.23, 0.27, 1.01, -56.55, 49.50, -20.40
49674, 24.69, 998.66, 122.15, 160.37, -66.00, -123.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, 1.86, 8.95, -2.42, 0.61, 0.21, 0.96, -56.55, 49.50, -20.40
49715, 24.70, 998.66, 122.15, 159.37, -65.44, -122.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.37, 2.25, 8.83, -2.65, 0.32, 0.16, 0.88, -56.55, 49.50, -20.40
49753, 24.70, 998.66, 122.16, 158.69, -64.87, -120.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.18, 2.03, 10.17, -3.12, 0.30, -0.33, -0.52, -56.55, 49.50, -20.40
49792, 24.70, 998.67, 122.13, 159.00, -64.94, -120.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.32, 2.30, 8.83, -2.42, 0.04, -0.11, -1.24, -56.55, 49.50, -20.40
49837, 24.71, 998.67, 122.10, 159.31, -65.25, -121.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.46, 1.41, 9.27, -2.74, -0.21, -0.32, -2.09, -67.35, 39.00, -25.35
49875, 24.71, 998.67, 122.07, 159.81, -65.50, -122.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 0.44, 10.04, -2.69, 0.02, -0.26, -2.19, -67.35, 39.00, -25.35
49913, 24.71, 998.66, 122.16, 160.25, -66.19, -122.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.37, 0.30, 10.03, -3.07, -0.08, -0.47, -2.56, -60.60, 47.70, -26.40
49954, 24.71, 998.66, 122.18, 161.50, -67.06, -123.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, -1.61, 8.82, -2.65, -0.50, -1.09, -3.55, -60.60, 47.70, -26.40
49992, 24.71, 998.66, 122.16, 162.56, -67.56, -125.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.37, -3.00, 8.92, -2.31, -0.66, -1.10, -3.55, -60.60, 47.70, -26.40
50031, 24.71, 998.67, 122.14, 164.25, -68.19, -127.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, -4.33, 8.07, -2.13, -0.46, -1.05, -3.77, -43.20, 58.80, -27.60
50071, 24.71, 998.67, 122.12, 165.37, -69.06, -127.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, -5.48, 7.84, -1.70, -0.14, -1.14, -3.75, -43.20, 58.80, -27.60
50116, 24.71, 998.66, 122.18, 166.81, -70.06, -128.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, -6.25, 6.94, -1.24, -0.18, -1.23, -3.22, -24.90, 62.55, -27.90
50154, 24.71, 998.66, 122.19, 168.00, -70.62, -128.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.46, -7.25, 5.50, -0.66, -0.62, -1.20, -2.58, -24.90, 62.55, -27.90
50192, 24.71, 998.66, 122.15, 169.19, -71.06, -129.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.37, -8.21, 4.77, -0.10, -0.57, -0.83, -2.59, -24.90, 62.55, -27.90
50233, 24.71, 998.67, 122.13, 169.69, -71.56, -128.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.37, -9.59, 4.46, 0.33, -0.04, -0.51, -2.80, -9.00, 62.10, -24.75
50273, 24.71, 998.66, 122.14, 171.44, -72.06, -129.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, -8.95, 3.12, 0.23, -0.05, -0.32, -2.75, -9.00, 62.10, -24.75
50313, 24.71, 998.65, 122.24, 172.69, -72.31, -130.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.37, -9.32, 2.24, 0.17, 0.01, -0.01, -2.82, 5.10, 57.15, -22.35
50359, 24.72, 998.65, 122.24, 174.25, -72.31, -131.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, -10.26, 1.01, 0.20, -0.12, -0.36, -2.50, 5.10, 57.15, -22.35
50399, 24.71, 998.66, 122.23, 176.06, -72.50, -132.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.32, -9.74, 0.60, 0.79, -0.13, -0.58, -2.71, 5.10, 57.15, -22.35
50436, 24.71, 998.65, 122.25, 176.62, -72.56, -133.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.32, -9.88, -0.80, 0.88, -0.60, -0.85, -2.52, 15.45, 49.05, -22.65
50478, 24.72, 998.65, 122.28, 177.87, -72.37, -133.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.46, -9.17, -1.71, 1.31, -0.80, -0.98, -2.46, 15.45, 49.05, -22.65
50524, 24.72, 998.65, 122.24, 178.44, -72.06, -134.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.46, -9.05, -3.24, 1.44, -0.67, -0.56, -2.53, 23.40, 36.00, -16.50
50563, 24.72, 998.65, 122.28, 179.87, -72.25, -135.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, -9.37, -4.05, 1.24, -0.37, -0.39, -2.52, 23.40, 36.00, -16.50
50604, 24.72, 998.65, 122.23, 186.25, -76.06, -138.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, -8.17, -4.30, 0.94, -0.32, -0.10, -2.51, 23.40, 36.00, -16.50
50651, 24.72, 998.66, 122.18, 199.25, -82.56, -155.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, -8.11, -5.17, 1.93, -0.63, -0.20, -2.60, 28.65, 23.55, -12.45
50688, 24.72, 998.67, 122.14, 208.12, -87.19, 177.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, -7.24, -6.76, 1.49, -0.54, -0.60, -3.29, 28.65, 23.55, -12.45
50727, 24.72, 998.67, 122.14, 214.50, -76.44, 56.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.27, -6.26, -6.79, 1.36, -0.68, -0.43, -3.49, 30.90, 7.80, -10.95
50768, 24.73, 998.67, 122.12, 216.50, -61.56, 60.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, -6.00, -8.39, 0.11, -1.66, -0.83, -3.12, 30.90, 7.80, -10.95
50809, 24.73, 998.67, 122.11, 221.00, -57.31, 63.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.46, -3.67, -9.26, 0.84, -1.55, -0.52, -3.10, 30.90, 7.80, -10.95
50848, 24.73, 998.67, 122.13, 221.69, -57.38, 64.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.37, -3.09, -9.68, 0.21, -1.29, -0.23, -2.93, 26.40, -11.25, -8.25
50893, 24.74, 998.67, 122.11, 221.06, -58.25, 64.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, -1.73, -10.68, -0.89, -1.43, -0.05, -2.66, 26.40, -11.25, -8.25
50931, 24.74, 998.67, 122.14, 221.12, -58.94, 62.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, -0.50, -10.01, -1.05, -1.52, 0.13, -2.71, 18.45, -27.00, -11.40
50970, 24.74, 998.67, 122.09, 220.37, -59.88, 63.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, 0.46, -9.33, -2.06, -1.94, 0.21, -2.60, 18.45, -27.00, -11.40
51013, 24.74, 998.67, 122.14, 219.94, -61.38, 62.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, 0.46, -9.57, -2.85, -2.29, 0.54, -2.27, 18.45, -27.00, -11.40
51052, 24.75, 998.67, 122.13, 219.25, -63.88, 61.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.46, 1.91, -9.76, -3.63, -3.59, 0.17, -1.73, 18.45, -27.00, -11.40
51091, 24.75, 998.67, 122.14, 218.06, -66.12, 60.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, 3.18, -8.31, -5.24, -1.66, 0.24, -1.75, 18.45, -27.00, -11.40
51129, 24.75, 998.67, 122.12, 218.87, -67.37, 56.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.46, 2.70, -7.95, -4.87, -1.49, 1.04, -1.85, 18.45, -27.00, -11.40
51176, 24.75, 998.67, 122.08, 216.62, -69.37, 58.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, 4.50, -7.33, -4.56, -1.10, 0.23, -1.39, 18.45, -27.00, -11.40
51216, 24.76, 998.67, 122.12, 216.31, -71.75, 53.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, 4.17, -6.70, -5.46, -1.41, 0.16, -1.28, 18.45, -27.00, -11.40
51255, 24.76, 998.66, 122.15, 213.44, -74.50, 50.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, 5.13, -5.60, -5.45, -1.58, 0.11, -0.69, 18.45, -27.00, -11.40
51296, 24.76, 998.67, 122.13, 212.25, -76.50, 45.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, 5.53, -4.94, -2.85, -2.36, -1.09, 0.10, 18.45, -27.00, -11.40
51335, 24.76, 998.67, 122.11, 211.50, -78.00, 42.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 3.62, -5.43, -6.24, -1.48, 0.19, 0.09, -11.85, -46.20, -51.90
51374, 24.77, 998.68, 122.04, 210.25, -78.94, 41.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 6.14, -6.45, -8.48, -0.37, 1.00, -0.72, -11.85, -46.20, -51.90
51419, 24.77, 998.67, 122.08, 209.94, -79.37, 32.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, 4.76, -4.80, -6.75, -0.68, 1.14, -1.04, -16.20, -44.70, -56.85
51458, 24.77, 998.68, 122.05, 209.19, -79.06, 28.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 5.14, -4.04, -6.77, -0.46, 0.17, -0.53, -16.20, -44.70, -56.85
51496, 24.78, 998.67, 122.10, 209.37, -78.81, 25.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 6.33, -4.34, -6.89, -0.17, -0.90, -0.16, -16.20, -44.70, -56.85
51535, 24.78, 998.68, 122.04, 209.00, -78.75, 27.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, 5.79, -4.48, -7.40, 0.40, -0.10, -0.43, -17.25, -43.95, -59.70
51577, 24.78, 998.67, 122.10, 208.31, -78.44, 30.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.32, 6.59, -4.74, -6.00, 0.59, 2.03, -1.40, -17.25, -43.95, -59.70
51616, 24.79, 998.67, 122.09, 207.50, -76.94, 28.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, 6.09, -2.91, -6.11, -1.21, 1.76, 0.02, -24.45, -44.25, -59.10
51657, 24.79, 998.67, 122.11, 207.37, -74.87, 22.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 4.48, -4.81, -1.23, 1.42, 4.21, 0.20, -24.45, -44.25, -59.10
51703, 24.79, 998.67, 122.14, 206.00, -73.94, 29.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, 6.12, -3.92, -5.36, -0.71, 1.20, 0.20, -24.45, -44.25, -59.10
51740, 24.79, 998.67, 122.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, 8.42, -4.04, -4.66, 0.24, 0.83, 0.30, -28.65, -45.15, -58.50
51778, 24.79, 998.67, 122.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 6.88, -3.77, -5.03, -0.55, 0.65, 0.09, -28.65, -45.15, -58.50
51817, 24.79, 998.67, 122.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, 7.05, -4.98, -3.27, 1.75, 0.41, -1.25, -30.00, -45.60, -57.15
51854, 24.80, 998.68, 122.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, 8.53, -2.44, -3.03, 1.78, 0.65, -1.01, -30.00, -45.60, -57.15
51892, 24.80, 998.67, 122.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 9.32, -4.56, -2.56, 3.45, 1.81, -0.76, -30.00, -45.60, -57.15
51929, 24.81, 998.67, 122.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, 8.00, -3.88, -2.47, 4.21, 1.55, -1.22, -36.00, -48.75, -42.75
51973, 24.81, 998.66, 122.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, 9.14, -2.85, -1.19, 0.35, 0.31, -1.09, -36.00, -48.75, -42.75
52010, 24.81, 998.67, 122.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.70, 7.91, -3.70, -1.44, 0.64, 1.43, -1.89, -36.00, -48.75, -42.75
52047, 24.81, 998.67, 122.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.37, 9.92, -2.72, 0.11, 1.25, 1.73, -1.59, -43.95, -45.75, -31.80
52086, 24.82, 998.68, 122.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 10.06, -3.02, -0.08, -0.67, 0.19, -0.97, -43.95, -45.75, -31.80
52127, 24.82, 998.67, 122.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 9.44, -1.57, 0.66, 0.19, 0.93, -2.42, -52.65, -42.45, -28.65
52165, 24.82, 998.66, 122.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, 10.90, -0.83, 0.31, -0.76, 1.47, -2.86, -52.65, -42.45, -28.65
52212, 24.82, 998.67, 122.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.70, 9.66, 0.98, 1.29, 0.04, 2.02, -3.04, -52.65, -42.45, -28.65
52252, 24.82, 998.67, 122.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, 9.12, 1.47, 1.68, -2.21, 1.68, -2.14, -62.55, -32.10, -22.35
52291, 24.82, 998.67, 122.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, 8.95, 2.05, 2.80, -0.49, 1.67, -2.59, -62.55, -32.10, -22.35
52331, 24.82, 998.66, 122.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, 8.68, 2.77, 3.30, -0.24, 1.55, -2.68, -69.30, -21.15, -19.05
52374, 24.83, 998.66, 122.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, 7.77, 3.84, 3.67, 1.86, 1.76, -1.71, -69.30, -21.15, -19.05
52413, 24.83, 998.67, 122.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, 7.90, 5.19, 4.22, 2.50, 1.10, -1.80, -69.30, -21.15, -19.05
52454, 24.83, 998.67, 122.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 7.30, 5.29, 3.25, 1.58, 0.68, -1.62, -71.10, -8.55, -8.40
52500, 24.83, 998.68, 122.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, 7.01, 7.22, 3.92, 1.67, 0.50, -2.66, -71.10, -8.55, -8.40
52539, 24.84, 998.68, 122.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, 5.43, 7.47, 3.00, 3.39, 0.48, -2.38, -71.10, -8.55, -8.40
52579, 24.84, 998.68, 121.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, 4.37, 7.47, 1.73, 1.97, -0.60, -2.66, -71.10, -8.55, -8.40
52619, 24.84, 998.68, 122.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.37, 2.97, 8.84, 0.80, -0.36, -0.67, -1.61, -71.10, -8.55, -8.40
52661, 24.84, 998.67, 122.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.70, 3.13, 9.16, 1.63, -5.42, 0.02, -2.70, -71.10, -8.55, -8.40
52701, 24.85, 998.68, 122.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, 2.35, 9.66, 4.55, -1.97, 1.65, -2.32, -71.10, -8.55, -8.40
52741, 24.85, 998.68, 122.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, 1.71, 8.99, 4.22, 0.77, 0.81, -1.28, -71.10, -8.55, -8.40
52788, 24.85, 998.67, 122.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, 0.59, 8.57, 3.38, 1.03, 0.55, -0.42, -71.10, -8.55, -8.40
52828, 24.85, 998.67, 122.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, 0.93, 9.51, 3.46, 1.97, 0.43, -0.48, -71.10, -8.55, -8.40
52867, 24.85, 998.66, 122.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.32, 0.83, 8.49, 2.61, 2.68, 0.81, -0.46, -71.10, -8.55, -8.40
52908, 24.85, 998.66, 122.22, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.46, 0.26, 9.13, 1.57, 1.61, 0.43, -1.37, -71.10, -8.55, -8.40
52950, 24.86, 998.66, 122.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, -0.39, 9.24, 1.13, 0.30, 0.38, -2.19, -55.65, 40.80, -3.30
52989, 24.86, 998.66, 122.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, -1.66, 9.82, 0.66, 0.44, 0.47, -1.41, -55.65, 40.80, -3.30
53030, 24.86, 998.66, 122.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, -2.04, 9.58, 0.46, 0.90, 0.36, -0.97, -48.30, 49.50, -4.50
53076, 24.86, 998.66, 122.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, -2.24, 8.93, 0.08, 0.57, 0.42, -0.89, -48.30, 49.50, -4.50
53116, 24.86, 998.66, 122.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, -2.53, 8.95, 0.28, 0.54, 0.02, -1.47, -48.30, 49.50, -4.50
53156, 24.87, 998.67, 122.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, -3.36, 9.60, 0.20, -0.53, -0.24, -0.81, -42.90, 52.50, -7.65
53195, 24.87, 998.67, 122.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, -3.39, 8.87, -0.03, 0.56, 0.29, -0.75, -42.90, 52.50, -7.65
53237, 24.87, 998.67, 122.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, -3.77, 9.23, -0.15, 0.23, 0.05, -0.48, -37.35, 55.20, -6.90
53278, 24.87, 998.68, 122.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.70, -3.88, 8.46, -0.26, 0.24, 0.28, -0.46, -37.35, 55.20, -6.90
53317, 24.88, 998.67, 122.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, -3.89, 8.66, -0.28, -0.13, 0.01, -0.20, -37.35, 55.20, -6.90
53363, 24.88, 998.68, 122.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, -4.11, 8.73, -0.01, -0.39, 0.05, 0.01, -35.70, 55.05, -8.10
53404, 24.88, 998.67, 122.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.51, -4.05, 8.57, 0.22, 0.03, 0.11, 0.40, -35.70, 55.05, -8.10
53443, 24.88, 998.67, 122.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.32, -3.64, 9.04, 0.15, -0.66, -0.15, 1.47, -37.05, 55.50, -8.40
53488, 24.88, 998.67, 122.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, -2.95, 9.58, 0.96, -1.69, -1.58, 4.46, -37.05, 55.50, -8.40
53528, 24.89, 998.66, 122.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.85, -0.38, 10.00, 1.01, -0.22, 0.05, 2.72, -51.75, 45.15, -3.00
53568, 24.89, 998.66, 122.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 0.95, 9.28, 1.39, 0.75, 0.86, 2.03, -51.75, 45.15, -3.00
53608, 24.89, 998.67, 122.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 1.14, 9.18, 1.20, -0.51, -0.06, 2.03, -51.75, 45.15, -3.00
53655, 24.90, 998.67, 122.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, 1.04, 9.27, 1.49, -1.26, -0.19, 2.01, -57.75, 37.20, -3.45
53694, 24.90, 998.67, 122.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, 2.11, 9.25, 1.80, -0.18, 0.61, 1.50, -57.75, 37.20, -3.45
53734, 24.90, 998.68, 122.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, 3.43, 9.72, 1.88, -0.88, -0.05, 2.38, -63.60, 29.85, -0.45
53777, 24.91, 998.68, 121.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 3.39, 8.28, 2.22, -1.00, -0.17, 2.76, -63.60, 29.85, -0.45
53816, 24.91, 998.69, 121.97, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 4.86, 7.52, 2.83, -0.01, 0.31, 1.90, -63.60, 29.85, -0.45
53857, 24.92, 998.69, 121.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.89, 5.15, 7.76, 2.62, -0.47, 0.04, 1.50, -66.00, 13.35, 0.60
53896, 24.92, 998.67, 122.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, 6.23, 7.24, 2.89, -0.74, -0.00, 1.79, -66.00, 13.35, 0.60
53943, 24.92, 998.67, 122.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, 7.06, 6.69, 3.24, -0.56, -0.50, 2.19, -67.20, 3.15, 1.50
53983, 24.92, 998.67, 122.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 6.21, 6.00, 2.68, -0.48, -0.51, 1.76, -67.20, 3.15, 1.50
54022, 24.93, 998.67, 122.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.56, 7.30, 5.44, 2.79, -0.66, -0.70, 1.89, -67.20, 3.15, 1.50
54064, 24.93, 998.67, 122.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, 8.15, 4.53, 3.04, -0.86, -0.93, 1.74, -67.05, -6.30, -1.65
54105, 24.93, 998.67, 122.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, 8.96, 4.02, 2.64, -1.25, -0.75, 1.74, -67.05, -6.30, -1.65
54144, 24.93, 998.67, 122.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, 8.38, 3.22, 2.67, -0.76, -0.74, 2.16, -67.05, -19.65, -6.30
54185, 24.94, 998.67, 122.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.65, 8.92, 2.23, 2.63, -0.81, -0.97, 1.93, -67.05, -19.65, -6.30
54231, 24.94, 998.67, 122.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, 9.33, 1.03, 2.35, -1.49, -1.43, 1.40, -61.05, -28.80, -15.60
54270, 24.94, 998.68, 122.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.80, 9.44, 0.38, 1.01, -2.03, -2.43, 1.07, -61.05, -28.80, -15.60
54311, 24.94, 998.68, 122.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 26.89, 9.86, -0.33, 1.84, -1.13, -2.46, 0.46, -61.05, -28.80, -15.60
